"","retention_time","c_mean","n_mean","l_mean","ln_mean","z_mean","zn_mean","zl_mean","zln_mean","z_fvalue","l_fvalue","n_fvalue","zl_fvalue","zn_fvalue","ln_fvalue","zln_fvalue","significant05?","significant01?","main_significant05?","main_significant01?"
"261","8.651683333",12.712,12.988,12.486,12.775,12.461,12.674,12.728,12.844,0.527121855165225,0.95903570009834,0.0300679754338586,0.0521390079981267,0.599755035279734,0.85628718042813,0.798723030546583,TRUE,FALSE,TRUE,FALSE
"262","8.651691667",10.151,10.678,9.601,9.825,9.747,10.19,10.25,10.584,0.602009561614399,0.561509226817496,0.08744087145459,0.0200399150425929,0.967792653675084,0.657777200483278,0.838658292659983,TRUE,FALSE,FALSE,FALSE
"263","8.651741667",9.743,10.34,9.113,9.244,9.336,9.421,8.966,10.107,0.705954116266679,0.263115978294682,0.0983937958940972,0.0629449675785176,0.741069377000984,0.663213490961553,0.190886932405823,FALSE,FALSE,FALSE,FALSE
"264","8.65175",8.072,8.106,7.441,7.673,7.465,7.741,8.112,8.503,0.75483618846852,0.841918474134987,0.498436864874255,0.103977291521215,0.798484467835659,0.834877227103271,0.955861173198799,FALSE,FALSE,FALSE,FALSE
"265","8.651766667",10.16,10.542,9.959,9.961,9.901,10.061,10.407,10.719,0.647578806644933,0.702304961093637,0.310179449875575,0.0368897731849843,0.939039970136051,0.77889808402866,0.562953707517034,TRUE,FALSE,FALSE,FALSE
"266","8.651766667",9.289,9.778,8.702,8.709,8.573,9.192,9.479,9.833,0.701775064070422,0.887079907010302,0.23759608051952,0.0240855783522765,0.712369027187529,0.58133306932367,0.875213263377264,TRUE,FALSE,FALSE,FALSE
"267","8.651783333",11.287,11.684,10.918,11.309,10.93,11.245,11.331,11.592,0.854514882547963,0.978772225224676,0.0327715635223062,0.0305850034887432,0.755841205204242,0.932757452473986,0.943888743974782,TRUE,FALSE,TRUE,FALSE
"268","8.651783333",10.764,11.213,10.227,10.785,10.422,10.74,10.859,11.179,0.824235611039224,0.891561386311362,0.0455331704954301,0.0385450085417027,0.6670785757897,0.892126618398588,0.899537624807443,TRUE,FALSE,TRUE,FALSE
"269","8.651783333",9.801,10.424,9.509,9.857,9.446,9.911,10.02,10.466,0.821702380155749,0.798919259213386,0.0583617096498723,0.0592748964104485,0.953764186641991,0.763434020920656,0.804704790612852,FALSE,FALSE,FALSE,FALSE
"270","8.651783333",11.335,11.685,11.077,11.349,11.048,11.356,11.434,11.674,0.944106932767897,0.887136653494431,0.0606475997098106,0.0530362339422615,0.917954663264908,0.821006603651952,0.988421441747495,FALSE,FALSE,FALSE,FALSE
"271","8.651783333",10.185,10.659,9.952,10.149,9.843,10.191,10.325,10.676,0.941079357640819,0.8155375365606,0.111390314927438,0.0630643564154317,0.976008156814967,0.748071688613761,0.756953299697126,FALSE,FALSE,FALSE,FALSE
"272","8.651783333",10.148,10.598,9.747,10.117,9.784,10.118,10.239,10.637,0.87161335199495,0.933541833793934,0.0871403425782706,0.0546525716339019,0.919881561120219,0.97855361890928,0.879236826862684,FALSE,FALSE,FALSE,FALSE
"273","8.651783333",10.645,11.096,10.313,10.629,10.269,10.601,10.755,10.964,0.865833455808606,0.987662777367369,0.0812907083033649,0.0466967321313201,0.79032349866843,0.745673416204822,0.988145305601637,TRUE,FALSE,FALSE,FALSE
"274","8.651783333",10.65,11.017,10.317,10.582,10.342,10.64,10.715,11.046,0.839336002248588,0.998528278959974,0.110400943647109,0.0657579192965819,0.992916838022108,0.925306127426486,0.871383751166939,FALSE,FALSE,FALSE,FALSE
"275","8.651783333",8.998,9.63,8.579,9.054,8.647,8.944,9.336,9.566,0.905076823824458,0.847226097876235,0.173921806971277,0.0864975819020101,0.660361204631963,0.859660195671585,0.944876049185885,FALSE,FALSE,FALSE,FALSE
"276","8.651783333",10.482,10.922,10.131,10.471,10.143,10.442,10.594,10.91,0.947130227805043,0.911406152516609,0.0920151164749023,0.0541193370593695,0.847315842623659,0.917782830580729,0.893278883860897,FALSE,FALSE,FALSE,FALSE
"277","8.651783333",9.721,10.189,9.362,9.625,9.394,9.775,9.878,10.251,0.717730919589238,0.985096432211404,0.140349708573651,0.0806891094888521,0.983195966392954,0.832090876165378,0.853255107629245,FALSE,FALSE,FALSE,FALSE
"278","8.651783333",9.505,9.991,9.108,9.353,8.873,9.533,9.651,10.087,0.902309580474618,0.820775608228397,0.105583716956679,0.0519284427323234,0.742098591134831,0.695154099455383,0.989423369030412,FALSE,FALSE,FALSE,FALSE
"279","8.651783333",7.987,7.784,7.445,7.484,7.013,7.968,8.25,8.42,0.608793226213805,0.639494874425058,0.497419758777704,0.126375497878931,0.399001843792791,0.766915266070377,0.529758296771119,FALSE,FALSE,FALSE,FALSE
"280","8.651783333",8.587,9.509,8.738,8.991,8.597,9.072,8.772,9.779,0.701278101076552,0.617737853342283,0.0467517445084694,0.313201497654889,0.848927803135923,0.873815667687358,0.36083694937949,TRUE,FALSE,TRUE,FALSE
"281","8.651783333",10.845,10.734,10.416,10.34,10.429,10.759,10.554,10.548,0.956792309212155,0.191250137793502,0.79819318165954,0.311849598440434,0.446215350935293,0.69899296252276,0.60608411601992,FALSE,FALSE,FALSE,FALSE
"282","8.651808333",11.597,11.973,11.198,11.65,11.259,11.522,11.6,11.845,0.736780515691697,0.902089464889013,0.0262731665604859,0.032824670393212,0.609373169131427,0.920390579801754,0.877891026834543,TRUE,FALSE,TRUE,FALSE
"283","8.651808333",9.668,10.135,9.289,9.563,8.867,9.587,9.855,10.264,0.89454513708991,0.580869768402044,0.101484640378002,0.0363528760339711,0.727014615145078,0.681704051441941,0.922020888701177,TRUE,FALSE,FALSE,FALSE
"284","8.651808333",10.417,10.299,10.191,10.254,9.691,10.543,10.64,10.405,0.999889239536889,0.768688162352065,0.648511795236547,0.509189506222271,0.60178883860124,0.584405944636444,0.406380610714291,FALSE,FALSE,FALSE,FALSE
"285","8.651833333",9.62,10.06,9.128,9.525,9.254,9.619,9.808,10.107,0.704187496979867,0.981218499016877,0.144976528308452,0.0674664176295259,0.881662364563437,0.921875467679672,0.983903843421563,FALSE,FALSE,FALSE,FALSE
"286","8.651833333",9.436,10.02,9.026,9.484,9.302,9.474,9.792,9.999,0.58350422715815,0.988481819380075,0.126292674378332,0.0592323724432206,0.506783841990898,0.920069843499165,0.872646205700859,FALSE,FALSE,FALSE,FALSE
"287","8.65185",7.694,7.278,6.673,7.157,6.8,7.139,8.048,7.849,0.618711604126707,0.702712701367395,0.802151657945015,0.0709932761484825,0.936740919625454,0.787082250258201,0.388301490616776,FALSE,FALSE,FALSE,FALSE
"288","8.651858333",12.198,12.108,11.7,12.671,12.482,12.302,12.808,12.039,0.542118455219724,0.988464458319859,0.94991733759806,0.903200575736089,0.189340650100432,0.669554223809692,0.220190972533351,FALSE,FALSE,FALSE,FALSE
"289","8.651875",9.69,10.185,9.194,9.612,9.212,9.647,9.834,10.214,0.868885695064201,0.940574351008624,0.108694283747781,0.0537297819528461,0.935326449149946,0.906566615816311,0.985172535504982,FALSE,FALSE,FALSE,FALSE
"290","8.651883333",14.334,14.525,14.145,14.481,14.121,14.31,14.281,14.313,0.295740503562399,0.854063560740189,0.0808551538988629,0.420957876056448,0.521642069141689,0.987119669338325,0.504272616392549,FALSE,FALSE,FALSE,FALSE
"291","8.651883333",7.695,8.307,7.581,7.814,7.365,7.947,8.456,8.825,0.482404868089612,0.397747252661017,0.213053917451366,0.103501861066496,0.933680877949198,0.697798020036798,0.914461066124982,FALSE,FALSE,FALSE,FALSE
"292","8.651883333",7.466,7.728,7.285,7.434,7.207,7.749,7.875,8.077,0.548419814275175,0.755355888545045,0.429218182098314,0.357620305540105,0.813424546960012,0.780479482815506,0.885541830908169,FALSE,FALSE,FALSE,FALSE
"293","8.6519",8.904,9.271,8.262,8.693,8.394,8.679,9.105,9.524,0.703334569631495,0.83166815990424,0.225074734242308,0.0422951483010981,0.935461615794126,0.88561967434115,0.958041691121513,TRUE,FALSE,FALSE,FALSE
"294","8.651916667",9.482,9.917,8.907,9.461,9.146,9.259,9.698,10.145,0.70676334196695,0.743495845081626,0.152043910715088,0.0353807787104733,0.684358202955786,0.701072164569942,0.852083430901136,TRUE,FALSE,FALSE,FALSE
"295","8.651916667",9.096,9.387,8.226,8.773,8.75,8.403,9.165,9.156,0.936089827269455,0.758744617233826,0.659163508349822,0.0763740239055357,0.399260511161596,0.685672067400082,0.955608429831635,FALSE,FALSE,FALSE,FALSE
"296","8.651916667",8.935,8.494,7.912,8.488,8.116,8.734,8.542,9.431,0.507779664007787,0.919946107400137,0.301715115223682,0.162146708477677,0.401429724639937,0.405561548953871,0.641351903720983,FALSE,FALSE,FALSE,FALSE
"297","8.651916667",8.401,8.504,8.033,7.901,7.819,8.469,8.426,9.098,0.490564351682777,0.840630142628263,0.351658547674364,0.115844944823713,0.347937019423741,0.873378198044701,0.857188781990632,FALSE,FALSE,FALSE,FALSE
"298","8.651916667",7.675,8.208,7.493,7.843,7.334,7.85,8.275,8.428,0.719681981838731,0.562883362292578,0.27875425111848,0.201744366929306,0.911697696475063,0.733058977274145,0.908470175821082,FALSE,FALSE,FALSE,FALSE
"299","8.651925",8.957,9.517,8.608,8.684,8.596,8.96,9.297,9.701,0.565798411220125,0.867497933464434,0.235104545927285,0.0441920746534366,0.920843002355508,0.710881246136149,0.682268226034127,TRUE,FALSE,FALSE,FALSE
"300","8.651933333",10.706,11.052,10.292,10.199,10.142,10.619,10.815,11.109,0.702998965887934,0.87051246809314,0.262311688224802,0.0197176475650675,0.59610854670079,0.529247795838957,0.800894372653395,TRUE,FALSE,FALSE,FALSE
"301","8.651933333",11.082,11.522,10.865,11.106,10.822,11.14,11.231,11.467,0.930868754296234,0.906633883024502,0.065860407885548,0.0593333304928041,0.866604940089646,0.682792705483863,0.866959838790167,FALSE,FALSE,FALSE,FALSE
"302","8.651933333",8.896,9.286,8.742,9.134,8.426,9.196,9.449,9.822,0.600742920366781,0.36051604438102,0.160758541076727,0.184762003579743,0.778809693160724,0.797568158897484,0.78211977763339,FALSE,FALSE,FALSE,FALSE
"303","8.651933333",8.949,9.448,8.636,8.92,8.526,9.094,9.121,9.641,0.740046085142985,0.810117138670377,0.128944754217784,0.123057123069135,0.807884883731765,0.830826550978191,0.895984927037727,FALSE,FALSE,FALSE,FALSE
"304","8.651958333",8.932,8.906,8.428,8.741,8.473,8.803,8.914,9.502,0.636421781250796,0.733378344195385,0.398440055215888,0.205419126761814,0.68020334721192,0.681358603251531,0.956032430564799,FALSE,FALSE,FALSE,FALSE
"305","8.651966667",10.269,10.741,9.841,10.275,9.927,10.128,10.418,10.78,0.921981872138005,0.809063621218883,0.0927486573485781,0.0314364313079668,0.695115767937462,0.903308012049517,0.829777815915089,TRUE,FALSE,FALSE,FALSE
"306","8.651966667",9.024,9.092,8.288,8.861,8.445,8.691,9.178,9.377,0.810156621118994,0.786358393726091,0.381926000908374,0.0939957119064525,0.891702165643364,0.725274739802645,0.692836920781037,FALSE,FALSE,FALSE,FALSE
"307","8.651966667",8.253,8.438,7.426,8.067,7.762,8.287,8.489,8.798,0.428940758790243,0.990004415656453,0.197110115812606,0.0873969057710548,0.981186138512278,0.840304766175183,0.629141302277737,FALSE,FALSE,FALSE,FALSE
"308","8.651983333",7.403,7.285,6.894,7.394,7.148,7.484,7.979,7.925,0.376469500258793,0.62910060672121,0.6253597670274,0.318565928213978,0.97192507830471,0.858897422733847,0.536392999535417,FALSE,FALSE,FALSE,FALSE
"309","8.652",8.055,8,7.4,7.776,7.482,7.757,7.999,8.707,0.646614985558163,0.692893257078693,0.387120913452527,0.123034324459914,0.691972730146798,0.579429837663365,0.998632300508776,FALSE,FALSE,FALSE,FALSE
"310","8.652008333",11.255,11.628,10.813,11.31,10.966,11.242,11.292,11.584,0.915940249190879,0.874893346536078,0.0272637739686636,0.0395336592217861,0.650718643340914,0.827943827973495,0.873755959193574,TRUE,FALSE,TRUE,FALSE
"311","8.652016667",7.621,7.352,6.873,7.415,7.191,7.295,8.128,8.076,0.404706638486211,0.548357184594063,0.75443605819428,0.122666440864598,0.893801780917466,0.639344014585902,0.525993209704039,FALSE,FALSE,FALSE,FALSE
"312","8.652016667",7.449,7.02,6.906,7.167,6.754,7.251,7.935,7.663,0.614691741839655,0.542804881643104,0.901464118602408,0.267235020613466,0.781989449010274,0.996453117289338,0.40232705285138,FALSE,FALSE,FALSE,FALSE
"313","8.652041667",13.222,13.567,13.143,13.502,13.227,13.379,13.536,13.391,0.923600707684268,0.781268907669086,0.0882303360429979,0.388973703859845,0.154451327776327,0.568435584495031,0.501539660511527,FALSE,FALSE,FALSE,FALSE
"314","8.652075",8.284,8.358,7.67,7.749,7.475,8.023,8.057,8.622,0.945054650215349,0.976049496204817,0.403022501051868,0.129011930193184,0.549225969803125,0.989338103147646,0.993706427317195,FALSE,FALSE,FALSE,FALSE
"315","8.652091667",9.525,9.923,8.903,9.383,9.133,9.451,9.518,10.026,0.724302486558837,0.854519093058618,0.119585189824613,0.0654541957350609,0.948398927793341,0.814911678663879,0.92390429685689,FALSE,FALSE,FALSE,FALSE
"316","8.652116667",7.892,7.855,7.564,7.631,7.334,7.394,8.075,8.152,0.939289209970388,0.55049992281217,0.856704257465332,0.160957260043175,0.942389569135972,0.930868950710279,0.95222013950305,FALSE,FALSE,FALSE,FALSE
"317","8.652141667",8.702,9.087,8.237,8.532,8.102,8.786,8.581,9.356,0.816719487935883,0.953856714297615,0.109640454851592,0.122608949181894,0.570802072604354,0.994398399474766,0.89324066820514,FALSE,FALSE,FALSE,FALSE
"318","8.65215",10.95,11.396,10.54,10.972,10.632,10.982,11.01,11.312,0.923941682419861,0.840904078084685,0.0274736690064215,0.0377612053234441,0.757658963864469,0.933627339738248,0.961907601724354,TRUE,FALSE,TRUE,FALSE
"319","8.65215",11.19,11.617,10.852,11.239,10.825,11.082,11.256,11.557,0.773210425584243,0.812410700437774,0.0463168301893293,0.0290449939810891,0.716452454354761,0.997716321077528,0.905963338429048,TRUE,FALSE,TRUE,FALSE
"320","8.65215",12.593,12.85,12.186,12.638,12.275,12.531,12.582,12.667,0.648524253629403,0.685822696475326,0.0340731091836615,0.0557950523031001,0.506715669738614,0.931292439238131,0.486994528262676,TRUE,FALSE,TRUE,FALSE
"321","8.6527",11.215,11.619,10.827,11.288,10.882,11.187,11.263,11.5,0.837869379054852,0.943848151862451,0.0315145533459711,0.0459847287677995,0.642772961607024,0.995190770100855,0.854514584857764,TRUE,FALSE,TRUE,FALSE
"322","8.6527",8.846,9.294,8.267,8.306,8.18,8.67,9.211,9.369,0.678633472564009,0.979656669619041,0.354218795916158,0.0262794680681646,0.889730251093865,0.601946859792739,0.957433087643291,TRUE,FALSE,FALSE,FALSE
"323","8.6527",7.798,8.221,7.142,7.808,7.365,7.727,8.488,8.629,0.535471967585176,0.632073549230215,0.305560265602904,0.0876453247110027,0.748313336261536,0.977753493688566,0.791025952259945,FALSE,FALSE,FALSE,FALSE
"324","8.65325",7.638,7.229,6.7,7.815,7.509,7.083,7.155,7.881,0.736710401373071,0.848347794704615,0.344919705987308,0.374175879908439,0.595814057845664,0.0103181309637218,0.711125881781782,TRUE,FALSE,FALSE,FALSE
"325","8.653975",12.051,11.568,10.688,11.464,11.672,11.712,11.956,12.081,0.171859763707877,0.446923690656623,0.632100323460164,0.0757909105970294,0.905875503969886,0.232989843592861,0.321654441796785,FALSE,FALSE,FALSE,FALSE
"326","8.654283333",11.157,11.557,10.79,11.137,10.838,11.154,11.218,11.492,0.944424694383339,0.895337402259399,0.0386465844171808,0.0309394385288793,0.821756284057348,0.886240751780507,0.986986785757994,TRUE,FALSE,TRUE,FALSE
"327","8.654283333",10.684,11.077,10.232,10.657,10.308,10.612,10.744,11.016,0.995401730594132,0.936470565910844,0.0559175237961696,0.0315674592269647,0.755170573283454,0.995970929186708,0.93134851442147,TRUE,FALSE,FALSE,FALSE
"328","8.6547",9.776,10.157,9.534,9.998,9.38,9.804,9.847,10.697,0.788672833319493,0.347829075549796,0.0571107991944062,0.102386274406552,0.729120386998788,0.657964810059276,0.756170372111786,FALSE,FALSE,FALSE,FALSE
"329","8.6547",11.617,11.997,11.208,11.67,11.305,11.571,11.6,11.851,0.771413849913128,0.766532108410876,0.0184847021752113,0.0336854810226675,0.584885160990798,0.902224735360508,0.870614896499815,TRUE,FALSE,TRUE,FALSE
"330","8.658325",8.494,8.487,7.988,8.175,8.003,8.41,8.785,8.859,0.594452657960201,0.829908722494962,0.60976450373373,0.18987035003172,0.825274066915732,0.943599741614713,0.731445032778326,FALSE,FALSE,FALSE,FALSE
"331","8.65935",7.719,6.727,6.55,7.421,6.983,7.301,7.58,7.976,0.347603206770448,0.590287112492125,0.667399853558274,0.224151356978427,0.574047634863357,0.169569740064354,0.230251904324769,FALSE,FALSE,FALSE,FALSE
"332","8.659383333",6.539,6.817,6.23,6.705,6.012,6.374,7.299,6.618,0.888620404149156,0.62232474334499,0.70235949809598,0.325841309156078,0.597770418157188,0.670127275902164,0.49594644702183,FALSE,FALSE,FALSE,FALSE
"333","8.660183333",11.575,11.997,11.252,11.665,11.086,11.489,11.658,11.857,0.50230704801078,0.712793995708725,0.0248658493995283,0.0240867374397068,0.754713318836013,0.763126382164159,0.771807824129476,TRUE,FALSE,TRUE,FALSE
"334","8.660191667",10.612,11.265,10.126,10.862,10.44,10.311,10.094,11.049,0.391810770037377,0.698118440632665,0.0283427103189249,0.165653586302624,0.482965901841018,0.25987526629789,0.308573062889096,TRUE,FALSE,TRUE,FALSE
"335","8.660383333",11.154,11.566,10.841,11.193,10.857,11.15,11.248,11.525,0.992596026075359,0.929246140177941,0.0482731767233842,0.0452363235972877,0.785292259445873,0.910826756735582,0.94913243683778,TRUE,FALSE,TRUE,FALSE
"336","8.661383333",9.225,9.285,9.159,9.141,9.035,8.919,9.303,9.763,0.850882135500971,0.365821283649712,0.709521951331081,0.176266532587065,0.816126889851128,0.654669985126782,0.525614725282853,FALSE,FALSE,FALSE,FALSE
"337","8.662275",11.213,11.481,10.695,11.151,10.759,11.217,11.362,11.438,0.846681500862195,0.921777082631817,0.129609770493614,0.0793536057033028,0.871000273555506,0.859432539146143,0.532198035506706,FALSE,FALSE,FALSE,FALSE
"338","8.663725",10.605,11.003,10.077,10.437,10.067,10.511,10.369,10.662,0.607036551246422,0.498692659700875,0.10817096010484,0.121882146210992,0.995954091319325,0.851179324303677,0.908196905653386,FALSE,FALSE,FALSE,FALSE
"339","8.665983333",8.188,8.125,7.444,8.182,7.51,8.169,8.154,8.463,0.826645216375273,0.87766852074675,0.249896800143375,0.289998586901753,0.825991741858681,0.730832813380525,0.448418572610465,FALSE,FALSE,FALSE,FALSE
"340","8.667283333",8.142,8.484,7.166,7.942,7.421,8.056,8.497,8.736,0.545309987359588,0.928399572684387,0.126337108145881,0.0286270090883584,0.888350617835254,0.951633263297334,0.563089161190831,TRUE,FALSE,FALSE,FALSE
"341","8.668641667",11.358,11.552,10.29,11.578,10.535,10.649,10.746,11.247,0.128151367708416,0.826367713292149,0.0378890842729632,0.0788618334321845,0.379912856801788,0.145901171349514,0.495873534604921,TRUE,FALSE,TRUE,FALSE
"342","8.670166667",8.895,9.338,8.401,8.614,8.828,8.877,9.161,9.409,0.505442655763458,0.785482536776638,0.480662490854238,0.16829845121709,0.799038909336389,0.970558655299336,0.77518209092531,FALSE,FALSE,FALSE,FALSE
"343","8.672191667",10.901,11.342,10.721,10.157,11.012,11.017,11.064,11.158,0.390016926170495,0.350241617566662,0.980037518536161,0.232829159038745,0.872184092310991,0.458069488466612,0.408158225972278,FALSE,FALSE,FALSE,FALSE
"344","8.681608333",6.849,6.605,5.719,6.71,6.358,6.983,7.348,7.018,0.244615674399364,0.910459942710002,0.378579892159617,0.182450489385506,0.808944872164419,0.774693730749284,0.132417656478716,FALSE,FALSE,FALSE,FALSE
"345","8.697",8.75,8.633,8.038,8.237,8.332,8.972,8.21,9.129,0.3346907618185,0.422975995092541,0.183446592261381,0.296734315881001,0.22875382489064,0.616327628591118,0.974646068463587,FALSE,FALSE,FALSE,FALSE
"346","8.749433333",8.693,9.235,8.189,7.92,8.585,8.137,8.591,7.996,0.593213614873981,0.16898097619653,0.695153894263705,0.303964221992944,0.40248582978516,0.521271907810562,0.668646628964629,FALSE,FALSE,FALSE,FALSE
"347","8.834691667",12.069,13.132,12.481,12.915,11.736,12.424,12.768,12.209,0.144362252317635,0.429819569759548,0.100851088824755,0.706881459757222,0.271660166979749,0.103961655053319,0.580064077750996,FALSE,FALSE,FALSE,FALSE
"348","8.847733333",12.755,12.956,11.612,12.086,11.834,12.396,11.985,12.051,0.332259554231464,0.0511301869374992,0.209967021156728,0.12864515515944,0.994686772131859,0.876554124878788,0.505258537680341,FALSE,FALSE,FALSE,FALSE
"349","8.8493",10.968,12.241,10.503,11.868,11.18,11.792,11.422,12.003,0.559621664197454,0.824266386914439,0.0118984644357293,0.425509939073933,0.344363331812631,0.963818447832539,0.935562078957325,TRUE,FALSE,TRUE,FALSE
"350","8.84965",10.48,11.692,9.958,10.738,11.018,10.902,9.792,11.499,0.650545696808579,0.249394229117111,0.0321441053703432,0.517935139629728,0.700849517148564,0.425950889909906,0.158132056752634,TRUE,FALSE,TRUE,FALSE
"351","8.850883333",12.816,13.478,12.53,12.506,12.102,12.406,12.991,13.68,0.86449723204059,0.505857556709258,0.187201397252796,0.0110476487663492,0.811905896111519,0.780838714890296,0.418110728811592,TRUE,FALSE,FALSE,FALSE
"352","8.853766667",10.499,11.013,10.492,9.882,10.119,11.048,9.861,11.174,0.663051636673918,0.414776580363191,0.123596408852031,0.373297748043969,0.085315204869427,0.527951848061808,0.254535723191563,FALSE,FALSE,FALSE,FALSE
"353","8.856066667",10.935,11.561,10.252,11.07,11.133,11.15,10.938,11.543,0.334325468595671,0.389515989732482,0.0537615920924409,0.199645272169767,0.411222924512894,0.482754358582773,0.714286648224146,FALSE,FALSE,FALSE,FALSE
"354","8.8589",9.751,9.958,9.418,9.068,9.797,9.767,9.563,10.444,0.164394578375705,0.517296828300398,0.542593792367714,0.0949536175903845,0.405997128611019,0.801598182771755,0.175978457063179,FALSE,FALSE,FALSE,FALSE
"355","8.86195",8.957,8.694,8.102,8.485,8.347,8.666,8.777,9.347,0.483020838208196,0.967668813512026,0.413423433543298,0.0870251655767879,0.564411682391929,0.476609347675192,0.759744309395982,FALSE,FALSE,FALSE,FALSE
"356","8.866683333",7.923,7.806,7.433,7.5,7.458,7.75,8.455,7.55,0.84419982825113,0.877077758213191,0.784691831324872,0.370501586265151,0.788064182385074,0.56150986771317,0.391444724089194,FALSE,FALSE,FALSE,FALSE
"357","8.868566667",10.002,10.195,9.021,9.66,9.265,9.342,8.845,10.534,0.645799295374412,0.709493669961514,0.0858157739246673,0.0860196933458703,0.598532982495156,0.17113184651235,0.419557040987271,FALSE,FALSE,FALSE,FALSE
"358","8.869833333",8.339,8.14,6.897,7.823,7.173,7.745,8.475,8.733,0.554560026611528,0.764291581023808,0.17278832664033,0.00338492557621966,0.915927939983362,0.491544844180326,0.272315397266743,TRUE,TRUE,FALSE,FALSE
"359","8.878241667",9.297,10.054,8.69,9.014,9.164,9.279,9.638,9.888,0.499041930876279,0.610583233260633,0.211236493024393,0.0386058016407292,0.566124764122415,0.795494703411636,0.65651772475915,TRUE,FALSE,FALSE,FALSE
"360","8.9998",9.665,9.628,8.101,8.974,8.82,9.513,9.722,10.186,0.262237888901456,0.647752870179029,0.17856605128186,0.0232076893116305,0.830262098107411,0.643738542944452,0.483328617571104,TRUE,FALSE,FALSE,FALSE
"361","8.9998",7.483,8.011,7.091,7.142,7.242,7.79,8.357,8.914,0.235069451483197,0.657607991224211,0.378630848142206,0.0944877853610764,0.799861906216759,0.811520541256486,0.815534117777863,FALSE,FALSE,FALSE,FALSE
"362","9.004683333",12.179,12.483,11.494,11.968,11.556,12.154,12.556,12.292,0.734760947555891,0.787930693364847,0.114866690038547,0.0108499462353643,0.678076457582544,0.452675019265946,0.222598498610483,TRUE,FALSE,FALSE,FALSE
"363","9.005833333",10.213,10.652,9.715,9.832,9.8,10.406,10.538,10.832,0.300341963113946,0.838734509358817,0.141787582682946,0.0258036407783285,0.72281810694085,0.555318970088624,0.992954029023045,TRUE,FALSE,FALSE,FALSE
"364","9.00845",10.737,11.199,10.311,10.344,10.208,11.063,10.989,11.317,0.368641202650838,0.781524083310175,0.0922311179455962,0.0348633920734395,0.481308750765263,0.372298708567726,0.926708593679481,TRUE,FALSE,FALSE,FALSE
"365","9.01155",8.328,8.668,7.867,7.973,8.139,8.919,9.029,9.427,0.109943087660934,0.903198075572755,0.281484435367864,0.120397831592038,0.632468228445723,0.708513252842664,0.927976798103909,FALSE,FALSE,FALSE,FALSE
"366","9.013",8.991,9.493,7.965,8.512,8.288,9.171,9.415,9.616,0.375003164166109,0.722602203293111,0.142456348090903,0.0334347754225517,0.944443283119431,0.711181004126905,0.650600459012462,TRUE,FALSE,FALSE,FALSE
"367","9.01355",9.854,10.43,8.767,9.115,9.235,10.216,10.209,10.631,0.20447861327162,0.493224504291433,0.122012615856204,0.0253096381391783,0.739198255798857,0.637781869229747,0.840186284723115,TRUE,FALSE,FALSE,FALSE
"368","9.022183333",10.44,10.917,10.105,10.162,10.326,10.876,10.665,11.069,0.229486646834183,0.613233353044646,0.162310805963604,0.146305235881224,0.695039484798552,0.600308548017684,0.804923942134359,FALSE,FALSE,FALSE,FALSE
"369","9.093358333",5.553,5.119,5.003,5.674,5.522,5.92,6.262,5.622,0.264883319457008,0.851103212663384,0.928844952514672,0.852563286306091,0.822845694666941,0.905274823074109,0.194668618391102,FALSE,FALSE,FALSE,FALSE
"370","9.27365",10.717,11.367,10.249,10.674,10.78,10.984,10.63,10.954,0.729039145322099,0.273494172320918,0.1712544013808,0.425194600379626,0.642619400539271,0.918412236399957,0.776041776986796,FALSE,FALSE,FALSE,FALSE
"371","9.314583333",6.813,5.093,5.435,5.463,5.909,5.584,6.896,6.436,0.210726598247401,0.665047859853002,0.0974778478500906,0.0459108938119762,0.513058925880091,0.225208068192058,0.186879343217016,TRUE,FALSE,FALSE,FALSE
"372","9.3167",7.202,6.592,5.871,6.518,7.114,6.415,6.892,6.769,0.493880174619471,0.337269732147643,0.610927494020029,0.278709588958089,0.517990928244077,0.193994007527392,0.633690064405947,FALSE,FALSE,FALSE,FALSE
"373","9.322766667",6.653,6.414,5.596,6.221,6.569,6.011,5.473,6.583,0.999386237546645,0.272868148473552,0.58200992546891,0.531233713338594,0.988901231697156,0.0934762127156591,0.582034771787271,FALSE,FALSE,FALSE,FALSE
"374","9.32295",7.041,6.758,6.52,6.155,6.803,6.95,8.398,7.483,0.200665336425307,0.755764147497273,0.599272613311777,0.154701484441383,0.998863505282331,0.618231670086161,0.65400692095987,FALSE,FALSE,FALSE,FALSE
"375","9.327691667",7.303,7.122,6.48,7.022,6.8,6.533,7.933,7.303,0.84541618241346,0.690877486938479,0.871791855967654,0.142200844675067,0.507200581189886,0.816633400733987,0.554841205471667,FALSE,FALSE,FALSE,FALSE
"376","9.332516667",7.454,7.023,6.843,7.054,7.461,7.195,7.526,7.238,0.373306655091365,0.611562298541305,0.513986268434594,0.545927262499501,0.763350108958541,0.552772321192257,0.549493695504764,FALSE,FALSE,FALSE,FALSE
"377","9.368025",7.337,6.762,6.403,6.61,6.646,6.516,7.435,6.995,0.8008423156512,0.989767530947981,0.493586006869994,0.0475446944113874,0.884163719069539,0.638351058499465,0.341898960449423,TRUE,FALSE,FALSE,FALSE
"378","9.386891667",6.757,4.902,5.283,5.833,6.766,6.453,5.996,6.599,0.0599741766293485,0.530220515765502,0.476779039103679,0.952831521400908,0.373976583433175,0.047381783778118,0.376712819235952,TRUE,FALSE,FALSE,FALSE
