Sample,CON 13,CON 14,CON 15,CON 16,CON 17,CON 18,L 13,L 14,L 15,L 16,L 17,L 18,LN 13,LN 14,LN 15,LN 16,LN 17,LN 18,N 13,N 14,N 15,N 16,N 17,N 18,Z 13,Z 14,Z 15,Z 16,Z 17,Z 18,ZL 15,ZL 16,ZL 17,ZL 18,ZLN 13,ZLN 14,ZLN 15,ZLN 16,ZLN 17,ZLN 18,ZN 13,ZN 14,ZN 15,ZN 16,ZN 17,ZN 18
Class,1_Con,1_Con,1_Con,1_Con,1_Con,1_Con,3_L,3_L,3_L,3_L,3_L,3_L,7_LN,7_LN,7_LN,7_LN,7_LN,7_LN,4_N,4_N,4_N,4_N,4_N,4_N,2_Z,2_Z,2_Z,2_Z,2_Z,2_Z,5_ZL,5_ZL,5_ZL,5_ZL,8_ZLN,8_ZLN,8_ZLN,8_ZLN,8_ZLN,8_ZLN,6_ZN,6_ZN,6_ZN,6_ZN,6_ZN,6_ZN
22.167267,158385,2500,2500,79886,2500,2500,1500,1500,166243,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,148620,1500,1500,2500,2500,1500,2500,146294,2500,217203,2500,2500,2139,1500,2500,1500,1500,2500,1500,2042,1500,2500,1500,2500,1500,1500,2500
22.174866,9377,1500,1500,4714,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,8953,2500,8468,2500,2500,1500,1500,2500,1500,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,1500,5680,2500,2500,1500,2500,1500,2500,2500,1500
22.182449,35498,1500,1500,17562,1500,1500,2500,2500,30544,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,32507,2500,2500,1500,1500,2500,1500,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
22.190033,191887,2500,2500,94944,2500,2500,1500,1500,212296,1500,2500,2500,1500,1500,2500,2500,1500,193422,1500,178247,1500,1500,143348,2500,1500,2500,175202,2500,276987,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
22.197617,64177,2500,2500,34047,2500,2500,1500,1500,65936,1500,2500,2500,1500,1500,2500,2500,1500,67913,1500,61466,1500,57299,49260,2500,1500,2500,60339,2500,85631,2500,2500,1500,1500,2500,1500,1500,2500,1500,2114,1500,2500,1500,2500,1500,1500,2500
22.205217,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,208828,2500,1500,2500,2500,148594,1500,2500,1500,2500,2668,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
22.212799,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,969865,1500,2500,1500,1500,718977,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
22.220383,26299,2500,2500,13129,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,27001,1500,24289,1500,1500,19311,2500,1500,2500,1500,2500,2500,2500,2500,2000,1500,2500,1500,1500,2500,1500,2076,1500,2500,1500,2500,1500,1500,2500
22.227983,2500,1500,8589,1500,1500,1500,2500,2500,2500,2500,1500,1500,2500,18488,1500,7788,2500,616730,2500,1500,2500,2500,450632,1500,4416,1500,2500,5596,1500,1500,1500,24831,2500,1500,2500,2500,3501,2500,24978,2500,1500,2500,1500,2500,2500,1500
22.235567,1500,2500,4974,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,5325,2500,3104,1500,412738,1500,2811,1500,3032,308563,2500,3330,2500,1500,12718,2500,2500,2500,6359,1500,2500,1500,1500,2500,2771,6799,1500,2500,6304,2500,1500,1500,2500
22.243151,22613,2500,2500,2500,2500,2500,1500,1500,18239,1500,2500,2500,1500,1500,2500,2500,1500,22445,1500,20269,1500,1500,2500,2500,1500,2500,17922,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
22.25075,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,1500,2500,2500,1500,1500,5518,1500,398004,1500,1500,1500,1500,2896,2500,1500,2500,2500,1500,2500,2500,2500,1500,6897,1500,2500,2500,4831
22.258333,15675,2500,2500,8788,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,17256,1500,2500,1500,1500,12287,2500,1500,2500,15104,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
22.265917,1500,2500,20637,2500,2500,2500,4437,9576,1709309,1500,6473,2500,1500,1500,2500,32645,1500,2481715,1500,2500,1500,1500,1812954,2500,19790,2500,1694969,55769,2500,2500,5100,10992,1500,2500,1500,1500,7265,1500,1500,1500,3913,34864,2500,1500,1500,2500
22.273518,1500,2500,2500,5071,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,14766,1500,2500,1500,1500,10909,2500,1500,2500,10463,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
22.281099,1453718,2500,2911,2500,2500,2500,1500,1500,1500,1500,2500,1987144,1500,5456,2500,2889,1500,2143741,1500,2500,1500,1500,1592796,2500,4775,2500,1500,5563,2500,2500,2500,5610,1500,2500,1500,1500,2500,1500,5521,1500,2500,5051,2500,1500,1500,2500
22.288683,119174,2500,2500,2500,2500,2500,1500,1500,116580,1500,2500,152902,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,118844,2500,1500,2500,106621,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
22.296284,99335,2500,2500,44227,2500,2500,1500,1500,1500,1500,2500,118730,1500,1500,2500,2500,1500,127174,1500,2500,1500,1500,92979,2500,1500,2500,90547,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
22.303867,6608,1500,1500,2892,1500,1500,2500,2500,2500,2500,1500,7805,2500,2500,1500,1500,2500,8442,2500,1500,2500,2500,5853,1500,2500,1500,5758,1500,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
22.311449,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,38195,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,29965,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
22.31905,35146,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,46409,2500,2500,1500,1500,2500,48997,2500,1500,2500,9643,37100,1500,2500,1500,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
22.326633,445732,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,580616,2500,2500,5505,1500,2500,5306,2500,1500,2500,42108,389618,1500,2500,1500,2500,1500,1500,1500,1500,3580,2500,1500,2500,4868,1500,2500,2500,2500,1500,6618,1500,2500,2500,1500
22.334217,1752057,2500,2500,792399,2500,5277,1500,7482,2554,1500,5817,2214688,1500,8949,15319,8707,1500,2500,1500,2500,1500,139999,2500,2500,1500,2500,1500,2500,2500,2500,8356,1500,1500,2500,1500,10481,2500,1500,7764,1500,2500,36467,2500,1500,1500,2500
22.341816,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,21269,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,14879,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
22.3494,659942,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,905098,1500,1500,2500,2500,1500,2500,1500,3531,1500,3295,580803,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,3555,1500,1500,2500,1500,2500,1500,1500,2500
22.356983,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
22.364567,130862,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,182978,1500,1500,2500,2500,1500,189035,1500,3722,1500,3102,119602,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,2137,1500,1500,2500,1500,2500,1500,1500,2500
22.372168,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,11385,2500,2500,1500,1500,2500,11437,2500,1500,2500,2500,8521,1500,2500,1500,2500,2730,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
22.379749,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,3304,1500,2183,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,4663,1500,1500,2500,1500,2500,1500,1500,2500
22.387333,315296,2500,2500,2500,2500,2500,1500,1500,2308,1500,2500,423918,1500,1500,2500,2500,1500,2500,1500,16414,1500,13973,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,9798,1500,1500,2500,1500,2500,1500,1500,2500
22.394934,107051,1500,1500,42435,1500,1500,2500,2500,2500,2500,1500,141840,2500,2500,2619,1500,2500,2046,2500,15445,2903,13917,94220,2242,2500,1500,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,1500,8857,2500,2500,1500,2735,1500,3173,2867,1500
22.402517,2500,1500,1500,1500,1500,1500,2500,2500,5927,2500,1500,1500,2500,2500,4165,1500,2500,1500,2500,50614,6269,2500,386574,1500,2500,1500,2500,1500,2654,1500,1500,2500,12630,1500,2500,2500,1500,29165,2500,2500,3479,2500,1500,9148,2500,1500
22.410101,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,6115,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,4225,2500,1500,2500,1500,4043,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
22.425283,71531,2500,2500,27193,2500,2500,1500,1500,1500,1500,2500,96722,1500,1500,2500,2500,1500,2500,1500,8932,1500,7899,62693,2500,1500,2500,2185,55070,2500,2500,2500,1500,1500,2500,1500,1500,2500,5450,1500,1500,2500,1500,2500,1500,1500,2500
22.432867,1500,2500,2500,8854,2500,2500,1500,1500,1500,1500,2500,2500,1500,3674,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,515350,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,3900,1500,2500
22.440466,5111,2500,2500,2500,2500,2500,1500,1500,2259,10934,2500,2500,1500,1500,2618,2500,1500,3716,1500,10684,4101,1500,1297059,18048,1500,6653,5642,1128299,2500,2500,2500,1500,4729,2500,1500,1500,2500,1500,1500,1500,5079,1500,2500,5699,1500,2500
22.44805,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,1500,6437,2500,1500,1500,2500,1500,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,9655,2500,1500,2500,1500,2500,5322,1500
22.455633,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,2616,1500,2500,1500,2500,2320,1500,2500
22.463234,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
22.470818,45409,2500,2500,246407,11793,2500,1500,8144,1500,1500,2500,2500,1500,72879,2500,2500,34207,50692,1500,2500,1500,14854,2500,2500,1500,2500,1500,2500,2500,2500,2500,19784,1500,19849,1500,1500,2500,21000,1500,12057,2500,1500,2500,1500,20377,2500
22.478399,1500,2500,2500,7188,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,19824,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
22.486,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,8645,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
22.493584,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,7917,1500,2500,22090,1500,2500,1500,10611,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,26694,1500,2500,1500,1500,2500,1500,32626,1500,2500,1500,2500,1500,1500,21896
22.501167,5199,1500,1500,29258,1500,1500,2500,2500,2500,2500,1500,1500,2500,5147,1500,2530,2500,4735,2500,1500,2500,2500,1500,1500,2500,1500,2500,1500,1500,1500,1500,2756,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
22.508766,2500,1500,1500,2296,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,1500,2500,2500,1500,1500,2500,1500,2500,6938,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
22.51635,6473,2500,2500,22744,2500,2500,1500,1500,1500,1500,2500,3704,1500,20773,2500,3383,4990,4210,1500,2500,1500,1500,5174,2500,1500,2500,1500,2500,2500,2500,2500,7625,1500,7451,1500,1500,2500,2110,5915,1500,2500,1500,2500,1500,5510,6251
22.523933,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,1500,2500,2500,1500,1500,2500,1500,2500,7315,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
22.531517,6206,2500,2500,32145,2500,2500,1500,1500,1500,2525,2500,2500,1500,5194,2500,2500,1500,4095,1500,2500,1500,1500,3906,4379,1500,2500,3766,240740,2500,2500,2500,2024,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
22.539116,2969,2500,2500,25383,2500,2500,1500,1500,1500,1500,2500,2500,1500,5815,2500,2500,1500,2529,1500,2500,1500,1500,2528,2500,1500,2500,1500,15375,2500,2500,2500,2318,1500,2500,1500,1500,2500,1500,2295,1500,2500,1500,2500,1500,1500,2500
22.5467,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,3474,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
22.554283,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,5659,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,4481,2500,1500,1500,2500
22.561884,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,1500,2500,2500,1500,1500,2500,1500,2500,3373,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
22.569468,2144,2500,2500,16460,2500,2500,1500,1500,1500,1500,2500,2634,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
22.577049,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,1500,2500,2500,1500,1500,2500,1500,2500,4284,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
22.58465,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,1500,2500,2500,1500,1500,2500,1500,2500,7360,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
22.592234,2500,6182,4464,3346,1500,1500,2500,2500,2500,2500,1500,19428,2500,2500,1500,6749,2500,1500,2500,1500,2500,2500,12512,1500,2500,1500,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,5481,2500,2500,2500,1500,2500,1500,2500,2500,6985
22.599817,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,2942,2500,2500,1500,1500,2500,1500,2500,1500,2500,5300,1500,1500,2500,1500,2500,87016,1500,1500,1500,2500,2500,1500,2500,2500,1500,5140,2500,2500,1500,2500,1500,2500,2500,1500
22.607416,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,6141,2500,2500,1500,1500,2500,1500,2500,1500,2500,8241,3818,1500,2500,1500,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,1500,8333,2500,2500,1500,2500,1500,2500,2500,1500
22.615,1500,3365,2500,2764,2500,2500,1500,1500,1500,1500,2500,5115,1500,1500,2500,4539,1500,2500,1500,2500,1500,24114,3777,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,3331,24503,1500,1500,2500,1500,2500,1500,1500,2500
22.622583,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,58931,1500,9755,2500,2500,1500,12901,1500,2500,1500,93580,11688,2500,1500,2500,1500,889358,2500,2500,2500,1500,1500,2500,1500,1500,2500,90303,5743,1500,2500,15967,13059,1500,1500,2500
22.630184,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
22.64535,1500,2500,2500,2500,2500,2500,1500,95940,10309,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,63946,1500,93206,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,75868,5197,1500,2500,20451,2500,1500,1500,2500
22.65295,2500,1500,1500,1500,1500,1500,2500,5501,2500,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,6415,2500,5902,1500,1500,2500,1500,2500,1500,2149,1500,1500,2500,2500,1500,2500,2500,1500,4821,2500,2500,1500,2500,1500,2500,2500,1500
22.660534,1500,2500,2500,2500,2500,2500,1500,8132,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,5195,1500,3690,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,5945,1500,1500,2500,1500,2500,1500,1500,2500
22.668118,2500,1500,1500,1500,1500,1500,2500,30347,3384,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,15407,2500,23597,1500,1500,2500,1500,2500,4570,4212,1500,1500,2500,2500,1500,2500,2500,1500,17644,2500,2500,1500,2500,1500,2500,2500,1500
22.675716,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,4326,1500,5657,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,5343,1500,1500,2500,1500,2500,1500,1500,2500
22.690884,2500,1500,1500,1500,1500,1500,2500,15167,2500,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,3257,2500,10830,1500,1500,2500,1500,2500,16069,2108,1500,1500,2500,2500,1500,2500,2500,1500,7424,2500,2500,1500,2500,1500,2500,2500,1500
22.698467,1500,2500,2500,2500,2500,2500,1500,7373,4723,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,4087,1500,12943,2500,2500,1500,2500,1500,2500,10802,2500,2500,1500,1500,2500,1500,1500,2500,7326,1500,1500,2500,1500,2500,1500,1500,2500
22.706066,1500,2500,2500,2500,2500,2500,1500,1500,16131,1500,2500,9527,1500,1500,2500,2500,1500,2500,1500,46845,1500,1500,2500,2500,1500,2500,37727,2500,30965,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
22.71365,48232,2500,2500,170021,4966,2500,1500,1500,1500,1500,2500,2500,1500,17984,2500,2500,6881,41324,1500,2500,5375,13420,2500,2500,1500,2500,45551,93419,2500,22348,2500,9241,1500,2500,1500,1500,2500,17527,9673,1500,2500,1500,2500,33641,1500,5352
22.721233,2500,1500,1500,1500,4060,1500,2500,2500,2500,2500,1500,1500,2500,6107,1500,4929,4213,1500,2500,1500,4144,2500,1500,1500,2500,1500,2500,1500,1500,1500,1500,9681,2500,1500,2500,2500,1500,2500,3334,2500,1500,2500,1500,24917,2500,2937
22.728834,13149,1500,1500,1500,1500,1500,2500,2500,4282,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,11069,2500,2500,1500,1500,2500,1500,11213,1500,7471,10976,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
22.736416,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2588,1500,1500,2500,2500,1500,2500,3895,2500,3316,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
22.7516,2500,1500,1500,41362,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,9147,2500,1500,2500,2500,1500,1500,2500,1500,14071,32481,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
22.759184,19313,2500,2500,89836,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,6554,1500,1500,2500,2500,1500,2500,9007,13092,2500,3941,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
22.766768,4001,1500,1500,10582,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,3881,2500,1500,2500,2500,1500,1500,2500,1500,2602,11904,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
22.774366,4252,2500,2500,27242,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,7785,1500,2500,1500,1500,2500,2500,1500,2500,10477,11764,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
22.789534,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,1500,2500,2500,1500,1500,2500,1500,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
22.797132,2322,2500,2500,6970,2500,2500,1500,8462,1500,1500,2500,2500,1500,1500,2500,2500,1500,3239,1500,3539,1500,13016,2500,2500,1500,2500,8957,3996,2500,4050,2500,1500,1500,2500,1500,1500,2500,8773,1500,1500,2500,1500,2500,1500,1500,2500
22.8123,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,6163,1500,2978,1500,2500,1500,1500,4257,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
22.819901,7019,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,4462,2500,2500,1500,1500,2500,8220,2500,1500,2500,2500,15678,1500,2500,1500,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
22.835066,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
22.85025,26111,2500,2500,2500,2500,2500,1500,11501,1500,1500,2500,2500,1500,15573,2500,7693,1500,37292,1500,9176,5037,1500,64169,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,9877,1500,4129,7763,2500,1500,1500,2500
22.857834,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,3896,2500,2500,1500,1500,2500,3075,2500,1500,2500,2500,5865,1500,2500,1500,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
22.865417,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,4903,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
22.873016,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,34406,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,53057,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
22.8806,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,3105,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
22.888184,1500,2500,2500,6021,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
22.895782,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,1500,2500,2500,1500,1500,2500,1500,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
22.903366,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
22.91855,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,2740,2500,2500,1500,1500,2500,1500,2500,1500,2500,2500,3898,1500,2500,1500,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
22.933716,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,1500,2500,2654,2486,1500,2500,1500,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
22.941317,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,1500,2500,2879,1500,1500,2500,1500,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
22.956484,2500,1500,1500,1500,1500,1500,5424,2500,2500,2500,1500,13930,2500,2500,1500,1500,2500,1500,2500,1500,2500,2500,12307,1500,5940,1500,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,6056,2500,2500,2500,1500,3523,1500,2500,2500,1500
