Sample,CON 13,CON 14,CON 15,CON 16,CON 17,CON 18,L 13,L 14,L 15,L 16,L 17,L 18,LN 13,LN 14,LN 15,LN 16,LN 17,LN 18,N 13,N 14,N 15,N 16,N 17,N 18,Z 13,Z 14,Z 15,Z 16,Z 17,Z 18,ZL 15,ZL 16,ZL 17,ZL 18,ZLN 13,ZLN 14,ZLN 15,ZLN 16,ZLN 17,ZLN 18,ZN 13,ZN 14,ZN 15,ZN 16,ZN 17,ZN 18
Class,1_Con,1_Con,1_Con,1_Con,1_Con,1_Con,3_L,3_L,3_L,3_L,3_L,3_L,7_LN,7_LN,7_LN,7_LN,7_LN,7_LN,4_N,4_N,4_N,4_N,4_N,4_N,2_Z,2_Z,2_Z,2_Z,2_Z,2_Z,5_ZL,5_ZL,5_ZL,5_ZL,8_ZLN,8_ZLN,8_ZLN,8_ZLN,8_ZLN,8_ZLN,6_ZN,6_ZN,6_ZN,6_ZN,6_ZN,6_ZN
12.909133,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,1500,2500,2500,1500,1500,2500,1500,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
12.916717,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
12.9319,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,1500,2500,2500,1500,1500,2500,1500,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
12.939484,2500,1500,1500,1500,1500,1500,2500,2500,2500,5563,1500,1500,2500,2500,1500,1500,2500,5803,2500,1500,2500,2500,1500,5469,2500,1500,2500,5941,1500,1500,1500,2673,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,3642
12.954667,2500,1500,1500,7179,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,1500,2500,2500,1500,1500,2500,1500,2500,2516,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
12.96225,1500,2500,2500,39056,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
12.96985,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,3842,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
12.977433,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,18879,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
13.007783,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,1500,2500,2500,1500,1500,2500,1500,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
13.015367,3482,1500,3241,32431,1500,1500,2500,2500,2500,7313,1500,1500,2500,3315,1500,1500,2500,3871,2500,1500,2500,2500,2146,7310,2500,1500,2500,18063,2970,1500,1500,2500,2500,1500,2500,2500,1500,3867,2500,2500,6095,2500,1500,2500,4008,1500
13.022966,1500,2500,2500,24659,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
13.045733,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,2085,2500,6430,1500,1500,2500,3888,2500,1500,2500,2500,1500,1500,2500,3561,2500,4460,1500,1500,1500,2500,2500,2332,2500,4823,1500,2500,2821,12171,1500,2500,1500,3790,5912,1500
13.076083,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,6416,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
13.083667,1500,2500,2500,6457,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
13.091267,1500,2500,2500,2500,2500,2500,1500,1500,1500,3612,2500,2500,1500,1500,2500,2500,2819,2500,1500,2500,1500,1500,2500,2863,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2818
13.09885,2500,1500,1500,1500,1500,1500,2500,2500,2500,14267,1500,1500,2500,2500,1500,1500,13727,3391,2500,3077,2500,2500,1500,13267,2500,1500,2500,4624,1500,1500,1500,2500,2500,1500,2500,5343,1500,3459,2500,2500,9020,2500,1500,2500,2500,15667
13.114034,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,1500,2500,2500,1500,1500,2500,1500,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
13.1292,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,1500,2500,2547,1500,1500,2500,7326,2500,5011,1500,1500,1500,2500,2500,3041,2500,2500,1500,3563,2500,20828,1500,2500,1500,2500,7086,1500
13.151967,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,2109,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,4226,2500,1500,2500,1500,1500,9025
13.15955,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
13.182317,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,1500,2500,9879,1500,2503,2500,3273,2500,5199,2500,2500,1500,1500,2500,1500,2500,4707,7034,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,13707,2500,2500,43105
13.212684,1500,2500,7643,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,5798,1500,1500,2500
13.220266,1500,2500,8302,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,6680,1500,1500,2500
13.22785,1500,2500,2649,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
13.23545,2500,1500,3654,9425,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,1500,2500,2500,1500,1500,2500,1500,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,3115,1500,2500,1500,2500,2500,6156
13.243033,1500,2500,2500,10157,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,3017,2500,2500,1500,2500,1500,2500,2769,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
13.250617,2500,1500,19116,13344,1500,1500,2500,5947,2500,2500,1500,1500,2500,2500,1500,1500,2500,3533,2500,5936,2500,17102,1500,1500,2500,1500,2500,6100,13190,1500,1500,2500,2500,1500,2500,2500,1500,5314,2500,2500,1500,2500,1500,2500,2500,1500
13.273383,2500,1500,1500,9389,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,1500,2500,2500,1500,1500,2500,1500,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
13.280983,1500,2500,5499,11144,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
13.341683,1500,2500,2500,7084,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
13.349267,2789,1500,1500,397437,1500,1500,2500,2500,2500,5130,1500,1500,2500,2500,1500,1500,2500,5232,2500,1500,2500,2500,1500,9762,2500,1500,2500,6550,1500,1500,1500,2500,50813,1500,2500,40432,1500,2715,2500,2500,1500,2500,1500,2500,2500,1500
13.356867,2500,1500,1500,55417,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,1500,2500,2500,1500,1500,2500,1500,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
13.36445,1500,2500,2500,2500,2500,2500,1500,1500,1500,2068,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,5081,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
13.372033,2500,1500,1500,71826,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,1500,2500,2500,1500,2762,2500,1500,2500,1500,1500,1500,1500,2500,12548,1500,2500,7916,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
13.4024,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
13.409984,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,2809,2500,2500,1500,1500,2500,4333,2500,1500,2500,2500,1500,1500,6221,1500,2500,6666,1500,1500,1500,2500,2500,3814,2500,2500,1500,2500,2500,3549,1500,2500,1500,2500,2500,1500
13.417566,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,3352,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
13.43275,1500,2500,2500,72317,2500,2500,1500,3404,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,11767,2500,1500,14789,13585,1500,1500,1500,2500,1500,2500,1500,1500,2500
13.440333,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,1500,2500,2500,1500,1500,2500,1500,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
13.4631,1500,2500,2500,2500,2500,7456,1500,1500,1500,1500,2500,2500,1500,1500,4094,2500,1500,2500,1500,2500,1500,1500,2500,2500,10531,2500,1500,2500,2500,2500,9555,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,2276,2500,1500,1500,2500
13.478283,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,3138,2500,1500,2500,2500,1500,1500,2500,1500,2500,11350,1500,1500,6370,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
13.49345,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
13.50105,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2790,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
13.508634,2500,1500,1500,43732,1500,1500,2500,26431,2500,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,1500,2500,2500,1500,1500,2500,1500,2500,1500,1500,1500,1500,2500,5288,1500,2500,4745,5856,2500,2500,2500,1500,2500,1500,2500,2500,1500
13.516216,1500,2500,2500,2500,2500,2500,1500,35748,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
13.5314,2500,1500,2568,1500,3528,6036,2500,224560,2500,6403,1500,1500,2500,2500,1500,1500,2500,1500,2500,1500,2500,2886,1500,5848,2500,1500,2500,4642,3314,13782,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
13.538983,1500,2500,2500,2500,2500,2500,1500,85398,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,7899,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
13.56935,1500,2500,2500,2500,2500,2500,1500,84846,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,7139,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
13.5997,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,3063,1500,2500,1500,2500,2500,1500,1500,2500,1500,2500,1500,1500,1500,1500,2500,2500,2292,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,2203
13.607284,2500,1500,1500,1500,3930,1500,2500,2500,2500,2500,1500,1500,2500,4483,1500,2186,11623,2990,2500,1500,2500,2500,1500,1500,2500,5189,2500,1500,1500,1500,1500,2500,2500,7474,2500,2500,1500,2659,7980,11823,4568,2500,1500,2500,3963,9123
13.614883,1500,2500,2500,22695,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
13.63765,1500,2500,2500,6060,2500,2500,1500,1500,1500,2171,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
13.6604,1500,2500,2500,2500,6421,2500,1500,1500,1500,1500,2500,2500,2323,5197,2500,2500,16049,2500,1500,2500,1500,4364,2500,2500,1500,8721,1500,2500,2500,2500,2500,3189,1500,12972,1500,1500,2500,3001,12074,14524,7323,1500,2500,1500,5531,11795
13.675583,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,1500,2500,2500,1500,1500,2500,1500,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
13.683167,2500,1500,1500,1500,1500,1500,11105,2500,2500,2500,1500,1500,2500,2500,1500,1500,6275,2658,7994,1500,2500,3904,1500,2055,2500,1500,2500,2444,1500,1500,1500,2500,2500,2435,2500,2500,1500,3579,2500,3580,1500,2500,1500,2500,2500,6909
13.69835,1500,2500,2500,2500,2500,2500,1500,1500,1500,2397,2500,2500,1500,1500,2500,2500,10301,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,3455,1500,1500,2500,1500,1500,4318,2500,1500,2500,1500,1500,9201
13.713533,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,4892,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
13.7287,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2747,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,3239,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,2316,2500,1500,1500,2500
13.7363,1500,2500,2500,3734,2500,2500,2407,1500,1500,1500,8269,2500,1500,1500,2500,2500,6759,2500,1500,2500,1500,1500,2500,2500,22080,2500,1500,2500,2500,2500,2500,1500,1500,2639,1500,1500,2500,1500,1500,1500,2500,9246,2500,1500,1500,8371
13.743883,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,10976,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
13.759067,2500,1500,1500,2026,1500,8287,2500,2500,2500,2500,8481,1500,2500,2500,1500,1500,2500,1500,2500,1500,2500,2500,1500,1500,14597,1500,2500,1500,1500,1500,5323,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,8976,1500,2500,2500,1500
13.76665,3597,1500,1500,1500,1500,47037,2500,2500,2500,2500,39301,1500,2500,2500,1500,1500,2500,6342,2500,9612,2500,2500,2963,1500,70921,1500,2500,3490,4809,1500,29538,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,37403,1500,2500,2500,1500
13.774233,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,3864,2500,1500,1500,2988,2500,1500,2500,1500,2500,1500,1500,2500,2500,6222,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,3663,2500,1500,1500,2500
13.797,1500,2500,2500,2500,2500,14204,1500,1500,1500,32006,20584,2500,1500,1500,12850,2500,1500,2500,1500,2500,1500,1500,2500,43166,24096,2500,1500,2500,2500,2500,9567,1500,1500,2500,1500,1500,2500,1500,1500,1500,19621,16342,2500,1500,1500,2500
13.8046,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2857,1500,4245,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
13.812183,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,1500,2500,2500,1500,1500,2500,1500,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
13.82735,1500,2500,2500,2500,2500,16781,1500,1500,1500,30861,2500,2500,1500,1500,11652,2500,1500,2500,1500,3035,10519,3629,2500,37396,1500,42598,1500,2500,2500,2500,8953,1500,1500,2500,1500,1500,2500,1500,1500,1500,17300,1500,2500,1500,28730,2500
13.83495,2500,1500,1500,1500,11330,1500,2500,15293,2500,88338,1500,5791,18653,228976,38163,41679,216673,3326,2500,1500,49181,2500,3200,114945,2500,149151,2500,3987,1500,1500,1500,297293,2500,131149,2500,2500,1500,2500,120630,100027,50765,2500,1500,14085,93686,201201
13.842533,1500,2500,2500,2500,3341,2500,1500,1500,1500,1500,2500,2500,9373,112492,2500,19220,62355,2500,1500,2500,22018,1500,2500,2500,1500,72556,1500,2500,2500,2500,2500,123757,1500,38686,1500,1500,2500,1500,48407,29249,2500,1500,2500,6256,40748,46619
13.850117,2500,1500,1500,1500,1500,4848,2500,2500,2500,11034,7449,1500,3305,2500,4234,1500,18979,1500,2500,1500,7317,2500,1500,15056,7213,25653,2500,1500,1500,1500,1500,2500,2500,13346,2500,2500,1500,2500,2500,9613,7043,5196,1500,2500,14357,1500
13.8653,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,3987,1500,1500,1500,2500,1500,2500,1500,1500,2500
13.872884,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,1500,2500,10409,1500,1500,5391,1500,2500,1500,2500,2500,1500,1500,2500,6812,2500,1500,1500,1500,1500,10303,2500,3515,2500,2500,1500,2500,4165,2500,1500,2500,1500,2500,3799,4067
13.880484,1500,2500,2500,2500,2933,9255,1500,1500,1500,19018,2500,2500,1500,28406,5016,2500,44171,2500,1500,2500,2394,1500,2500,21755,1500,28175,1500,2500,2500,2500,4599,37495,1500,37692,1500,1500,2500,1500,14625,18239,11103,3840,2500,1500,17746,52343
13.888066,1500,2500,2500,4370,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,3164,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
13.918417,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,11086,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
13.941183,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,2168,1500,1500,2500,1500,2500,1500,1500,2500
13.948783,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,1500,3660,141036,2046,1500,2500,1500,2500,8963,1500,1500,1500,2500,2500,1500,2500,2500,1500,84839,2500,2500,1500,2500,1500,2500,2500,1500
13.979134,2500,1500,1500,2560,1500,1500,2500,2500,2564,2500,1500,1500,2500,39827,1500,8584,2500,1500,2500,24383,2500,37351,1500,1500,2500,1500,2500,1500,38886,1500,1500,63061,2500,1500,2500,2500,1500,19179,25105,2500,1500,2500,1500,2650,2500,49328
13.986716,132011,1500,1500,360313,2318,1500,2500,2500,16006,2500,1500,1500,2500,2500,1500,5568,2808,122974,2500,100748,2500,2500,1500,1500,2500,1500,95422,12906,230663,1500,1500,2500,2500,1500,2500,2500,5793,16212,2500,2500,1500,2500,1500,6996,2500,2643
14.0019,1500,2500,2500,2500,2500,2500,1500,1500,7285,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,24960,1500,45663,2500,2500,1500,2500,45295,2500,115020,2500,2500,1500,1500,2500,1500,1500,2500,33881,1500,1500,2500,1500,2500,1500,1500,2500
14.009483,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,9263,1500,1500,2500,2500,1500,2500,2808,2500,14612,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
14.024667,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,2512,2500,4009,1500,1500,2500,1500,2500,4409,3240,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
14.03225,17714,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,14715,1500,18488,1500,1500,2500,2500,1500,2500,10832,3052,34432,2500,2500,1500,1500,2500,1500,1500,2500,3077,1500,1500,2500,1500,2500,1500,1500,2500
14.047433,2500,1500,1500,2356,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,1500,2500,2500,1500,1500,2500,1500,2500,11058,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
14.055017,24914,1500,1500,106053,1500,1500,2500,2500,2500,2500,1500,37765,2500,2500,1500,1500,2500,26961,2500,1500,2500,2500,21294,1500,2500,1500,4107,9676,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
14.077784,35945,2500,2500,113993,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,28266,1500,2500,1500,1500,28453,2500,1500,2500,7655,12661,2500,2500,2500,1500,1500,2500,1500,1500,2500,7260,1500,1500,2500,2242,2500,1500,1500,2500
14.108133,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
14.115733,50313,2500,2500,189927,2500,2500,1500,1500,1500,1500,2500,64385,1500,1500,2500,2500,1500,50494,1500,2500,1500,1500,25164,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
14.1309,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,2679,2500,1500,1500,2500
14.1385,2500,1500,1500,1500,1500,1500,2500,2500,2500,3141,1500,185635,2500,2500,1500,1500,2500,1500,2500,5864,2500,2500,86135,2190,2500,1500,14153,1500,1500,1500,1500,2500,2500,1500,2500,2500,7776,2500,2500,2500,2116,6293,22213,2500,2500,1500
14.16885,2500,1500,34595,1500,1500,1500,2500,8719,2500,2500,1500,4061,2500,2500,1500,3082,2917,1500,2500,1500,3775,2500,1500,1500,2500,2800,2500,479606,1500,2846,1500,4878,2500,2281,2500,2500,1500,29977,2806,2500,1500,2500,1500,12590,3161,1500
14.176434,1500,2500,5280,2500,2500,2500,1500,3821,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,3154,2500,2500,1500,2500,1500,156264,2500,2500,2500,2726,1500,2500,1500,5686,2500,9311,1500,1500,2500,1500,2500,5096,1500,2500
14.191617,1500,2500,4292,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
14.214383,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,4381,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
