Sample,CON13,CON14,CON15,CON16,CON17,CON18,L13,L14,L15,L16,L17,L18,LN13,LN14,LN15,LN16,LN17,LN18,N13,N14,N15,N16,N17,N18,Z13,Z14,Z15,Z16,Z17,Z18,ZL15,ZL16,ZL17,ZL18,ZLN13,ZLN14,ZLN15,ZLN16,ZLN17,ZLN18,ZN13,ZN14,ZN15,ZN16,ZN17,ZN18
21.901433,3899.872910,2011.925533,1952.063904,1514.150374,16876.184500,5733.671311,849.085166,6761.948545,4739.842283,4091.084623,8009.960789,6981.698778,2642.573353,1029.702602,2685.640281,3368.450853,8677.721155,5930.708990,974.018758,2828.167702,1646.448819,3086.216318,2789.707363,7859.479588,2222.719038,4398.047027,1674.347388,9500.815032,10632.997120,13016.832570,1735.311632,6063.021038,6962.356679,490.821189,2025.488556,4508.915299,3523.387366,4580.646528,4454.074066,2576.644676,3992.400288,2405.383985,445.419192,5084.996165,2893.939211,3660.079228
21.901433,3588.003203,1155.782050,203.489135,452.593079,11912.919460,13951.943250,1831.284622,1491.209964,5490.372614,2093.539768,2660.298589,11355.518740,437.088259,2117.624677,1744.113429,4921.093940,2703.790040,8318.266064,1263.802821,1313.222554,2224.796164,4414.281034,2378.250058,5852.056756,784.335094,1705.100634,1797.206294,2722.273843,5023.995381,28871.441660,101.783844,3399.883780,5131.667148,11126.455390,1158.411860,2520.592274,790.486484,3810.341171,7330.045973,2244.515405,2300.351607,2754.725081,1071.395815,4726.696043,27581.356320,6096.988872
21.901600,268.302523,1542.179729,283.351971,392.626991,2137.393297,391.712606,808.079024,316.556259,5977.754741,4105.463006,592.769840,150.876031,2049.304964,537.155853,392.330203,4986.004687,878.989272,277.327655,280.857720,259.154297,655.108041,235.961889,771.796725,955.166755,358.463752,893.850006,505.403509,1598.455774,45.249220,319.859187,9799.877543,885.262228,2150.482347,18404.732160,431.100758,286.773736,817.548193,1163.745108,367.548721,757.282081,684.732321,443.849254,3125.097121,1556.987966,516.080554,2424.432018
21.905583,1345.799415,206.370231,240.200663,2471.422824,11766.644070,1132.354504,972.294628,1471.260868,5792.972870,7485.863110,2995.625828,8812.440184,492.641550,1925.880908,1695.510487,3271.922921,3895.390924,6172.828069,1711.022290,873.600709,1577.928396,3862.270023,1787.938890,5582.641466,628.505361,1949.006057,871.681958,4707.279479,4026.245924,24877.434490,114.317457,3164.383899,4796.009273,342.259303,1405.784261,1512.242685,1000.834705,4562.728682,363.072505,1720.265025,1501.130748,1982.389130,880.605358,4343.173389,720.402176,5517.432312
21.908942,35.323064,2312.201471,16681.522500,22.644355,17658.350610,33879.912800,2185.071614,2720.140067,6416.876509,16624.295270,793.848568,8010.334028,14712.345460,2741.394245,2767.916918,19044.829160,3155.418894,3373.154019,2976.607201,3379.388192,1220.068056,3206.175769,3076.418311,10396.279450,6190.376523,51.905878,1270.200667,7803.320007,9282.693169,50958.174680,3291.438783,5491.777138,905.828034,16643.024080,4439.521702,1293.154376,22769.997890,11771.079960,11837.079710,2774.537158,20129.443860,1674.797710,53747.618270,2213.104435,1989.233918,17766.642910
21.909400,3851.450866,1354.640144,180.688852,3754.176469,20941.510480,3013.460766,1579.439159,3892.497696,9142.959078,5913.405143,2691.685588,9475.338051,770.718866,2930.012171,1386.540265,3829.513129,2391.187620,6635.668400,2561.790614,2141.289265,3524.178930,7568.327866,2783.152082,5809.302804,550.224955,4579.883045,1306.695687,11695.906800,4408.492960,33757.972010,2165.811970,3256.610361,11556.261720,2383.093291,1835.750517,4151.049154,2256.151075,4413.555386,4988.453060,2571.549991,6778.466187,4133.042259,1868.823688,5725.775690,681.278123,7347.952674
21.909633,708.077115,36.935921,280.851805,343.277169,5331.675740,352.410693,321.649017,142.861256,1656.536571,1262.397096,124.242527,2466.470307,63.404163,317.757887,434.834771,1768.618384,179.038289,1002.959356,210.572569,247.088145,315.489878,1202.779191,515.654175,2714.125556,37.341862,1172.284307,286.393376,1367.641413,1671.185921,9479.773896,165.838534,537.012280,1712.121218,8547.151571,115.402356,333.103727,354.383475,859.390957,335.995844,509.826571,329.651497,514.906165,253.292269,502.769585,410.770519,655.826345
21.916200,10490.177220,1898.796963,200.255588,2446.790383,16178.171290,7523.393244,3057.540996,4556.250112,17836.410950,5213.551548,11805.731820,11284.639330,1904.308550,6843.833759,4840.331153,4926.111934,19450.340140,12792.545480,2550.334250,2860.067404,2595.712446,3766.251385,3121.708847,15431.376850,2771.067518,3475.746058,1924.052146,10445.985240,7322.280822,19194.082010,114.533555,4776.041494,12705.806620,1602.764759,2326.505467,3658.954520,2547.753115,26603.923510,252.858039,2798.965597,7803.966497,4029.717196,2624.860522,9014.385011,632.490401,9437.729540
21.916275,1605.078632,443.385305,254.917551,1835.202387,9774.961232,406.835207,662.228446,1311.762597,4938.132671,3807.919221,1754.899411,5132.401861,671.091347,1493.289210,1204.187694,4703.927825,1694.551664,5474.628535,961.555549,1202.140342,1096.701517,2651.953462,1549.036318,3407.803364,780.139843,2816.440327,1971.273149,4667.338163,3145.717636,12272.228750,121.014233,3412.719906,4842.327653,356.062310,605.544946,1846.185622,1524.143375,3937.456505,377.144903,1497.530740,1268.513996,2150.178761,906.568525,1606.813680,699.921825,2097.064535
21.916867,417.954833,27.928558,278.345228,149.429254,4917.757331,334.080105,214.657102,253.364639,3150.282706,1947.136623,834.119447,2545.290537,67.801143,253.070004,214.520550,1265.289915,398.506995,1538.791816,94.282019,173.401288,240.554936,424.254748,431.132070,2691.057583,10.362911,388.394481,119.896405,1183.557733,1030.864449,4704.867779,172.716882,544.464212,679.965271,305.099026,89.993933,298.489513,1149.486492,1443.970444,321.100851,427.682008,101.886578,304.062000,355.581890,1784.583084,369.811749,1350.161961
21.916950,875420.394100,158959.008600,35691.578330,244892.321600,709230.137000,112754.464600,350634.280900,384853.067600,688354.047300,348597.544000,253272.848100,525079.542300,209569.551300,669972.224800,581672.810000,785300.632900,434360.337600,448747.798700,544262.995100,358996.081700,570653.965100,405798.570200,314.710330,320028.264900,106873.688600,764292.852600,263479.128600,460093.687600,412284.281300,901681.882900,1747.028857,424397.301100,464159.224500,47726.957870,270830.187700,645440.066000,326267.576300,481072.123400,586.123336,163.419335,196044.554700,450680.969800,398468.021600,325650.518400,3279.479976,430489.313700
21.917217,619.480041,22.162900,278.640267,419.300693,4824.293619,336.006539,143.487106,290.832472,1577.875155,2384.235291,341.051000,2891.824530,67.323726,193.517453,225.425194,2927.933236,212.711906,2690.905554,176.058395,74.906034,263.380082,822.528644,439.280214,2682.004008,56.154407,659.658228,111.798951,1913.047575,1457.648279,7731.381891,171.987030,529.859213,1489.932212,306.554658,101.607972,391.169431,215.900153,384.165412,322.669974,435.614019,114.797383,446.179488,61.687884,920.924552,373.929665,1949.459529
21.923558,21440.360940,14026.941310,1640.938103,20845.715610,39047.451340,4064.020777,9029.401297,21355.563340,20892.022550,42444.269410,43980.486360,53880.790020,1901.855465,14431.524990,23499.221730,31204.691310,39344.221200,59144.843100,19739.980580,18389.759990,19479.525180,34519.787050,2647.526139,40185.666880,19837.852570,22168.052990,30213.048230,42047.210680,33089.354340,45956.077700,77.408536,29298.739280,29361.505460,814.869268,21692.080920,22357.229030,11484.099040,13550.565360,220.008698,1701.218332,28788.224470,29606.811840,10113.416580,29567.501560,337.514840,41970.563700
21.923775,9744.991642,4743.245876,125.963517,11699.271880,31930.240420,2694.232057,7247.107973,8203.330448,14903.680140,25572.862800,6942.686555,33652.287210,1523.241379,9087.080556,10696.274230,8958.988663,8997.709082,29349.988750,10377.858900,5007.041073,4613.813394,17333.882030,3425.649119,21679.589690,4935.523466,9258.339127,12584.187550,21531.929230,16152.693010,48579.629950,82.975504,12715.293310,19133.942470,1238.835216,9573.207174,10787.838450,3804.080687,7909.962362,450.928030,2732.431967,9301.674325,14931.926080,3813.000912,11144.149410,498.525657,21442.569080
21.924300,6207.401392,2854.573369,224.701189,5574.376213,23721.198380,1435.936297,6339.255361,7485.539516,11987.070300,15672.090110,9134.472253,13723.441490,1649.369541,3962.364520,8946.857047,11222.440890,4351.916993,12527.449890,5408.946703,6481.906965,1193.648575,4987.651394,3245.238721,12122.044320,1876.401668,5824.690911,5372.262112,12294.616060,11577.329470,28790.660320,88.587991,9124.783286,11651.783600,422.483161,3560.161568,6620.302832,4460.356874,8873.657033,239.806329,2857.450103,9497.592903,7419.715880,4273.595884,9195.120733,606.557724,11210.419180
21.924400,4275.415669,1375.751170,180.330608,4976.358226,18662.892530,1434.076819,3177.745079,2227.008412,10578.555420,7696.319415,5395.933953,11068.927710,1077.678505,2990.191160,2935.221800,9432.024437,8737.022347,12106.332260,2146.636321,4024.641738,3686.913198,6737.634020,2789.991125,11630.202030,509.558692,5437.262299,5406.516133,6063.050456,8760.975917,29485.910950,95.215904,6207.636012,6209.090122,262.170009,2503.665826,4734.189250,2021.882461,5272.538551,282.625374,2576.865170,2640.832243,5811.854715,2547.003891,8289.149203,680.641632,11274.487390
21.924400,1164.365746,150.528411,280.321793,482.866142,5777.092844,571.140875,585.089061,712.187671,4275.146462,3047.095310,835.884965,4308.547030,152.928833,649.933622,836.964383,4327.886378,817.798209,4331.940831,582.216648,515.593279,336.660359,2209.708274,1018.655096,3844.631419,180.269075,1820.819599,816.440992,2528.999415,2687.632528,22005.369130,140.100016,2050.157000,3008.243359,363.163514,577.914210,956.238574,417.954804,1199.455110,384.174839,994.168999,769.626654,1163.972023,522.848093,1909.384508,596.855683,2855.811507
21.924467,3877.938915,1374.000165,246.276548,3789.787125,16188.214620,4362.981011,3676.851150,3976.702668,9829.982785,13751.494190,5039.368022,18476.403140,1285.831937,2592.483873,7023.865804,7581.166026,7491.869707,11084.255170,1993.706980,4762.885383,4502.220828,5382.200438,3017.625127,12328.334980,1381.112649,5249.123884,5319.593440,7342.985246,5382.334454,27953.909480,91.965369,4631.049582,9285.841319,1706.782114,2626.143379,4893.599457,1936.013344,4930.035934,368.907339,2740.298069,3343.980448,7235.489218,2017.228459,8699.712520,652.323218,11023.567330
21.924533,3399.076464,3310.982665,255.979148,4753.496710,17477.254530,551.816717,3634.289245,3066.171366,5247.236715,5857.295106,4927.557919,11480.476990,1876.986373,3553.570038,3208.173228,7015.946751,4292.420923,8472.759358,1939.857729,2582.737041,2033.148158,6356.232167,2683.106681,7596.376839,1931.454184,5770.369505,2665.768815,6085.961529,7737.191440,24562.684630,96.815882,4270.232466,7951.665314,270.776305,2103.402234,3964.232502,2070.913178,10062.011750,291.236974,2493.556425,5093.413246,4504.859461,2163.931030,6260.745264,690.843157,6707.938749
21.927392,73219.139190,77701.782450,5344.060619,72528.021670,97446.205640,19633.459770,72208.233660,85206.899730,55254.265600,132796.129200,106680.858900,158775.592400,26781.344510,51961.853300,81860.028960,84464.234300,117643.793500,148533.689000,73601.354810,61418.959340,46174.901020,123595.003300,1091.460250,41994.900410,64435.661310,78909.261360,63840.016820,113569.685500,95046.649810,139041.293100,72.797250,88821.944190,87872.194560,7484.461398,68732.811750,80494.896630,40703.786490,57068.558720,2182.939265,577.686119,79967.416240,103330.422300,41869.307840,120149.265800,812.373429,127576.325800
21.927767,543.109651,60.357187,278.649775,300.887153,5231.113638,336.068773,246.977763,167.369504,2105.160643,1897.307394,419.224289,4210.199259,67.308405,153.698433,690.384937,1953.929621,81.403393,826.279739,140.738778,494.281065,238.776705,575.347274,439.545209,1893.639905,45.826710,443.121137,237.404843,987.761560,427.205247,470.096930,171.963573,644.268706,1313.672325,2591.870922,241.985023,325.037063,104.334430,896.530644,322.720642,435.871938,395.190507,236.504652,214.196706,825.273060,374.063062,1033.098086
21.929417,346341.770300,207306.655700,16481.678430,394312.638400,507518.073700,47956.169520,412598.946600,434908.360400,254432.991200,677372.548800,284189.299600,616262.968500,100929.665800,345022.605700,446342.671300,301518.145800,468919.736800,691560.813400,472595.735000,387532.068500,380081.462000,540497.840900,327.443219,531431.705200,393770.352800,297261.982000,360921.471700,572233.274300,546405.180600,428973.840900,1449.344149,465232.483900,430538.971300,8121.200978,393429.739200,474778.861500,155657.538600,238048.505100,10907.408610,170.175017,410700.380700,566370.116400,176494.856200,541894.732600,4800.111206,517128.857800
21.930167,39287.821400,19037.784710,1792.985247,40135.847570,86035.090860,9598.858634,34816.832540,40476.505240,52037.341830,74964.123760,74112.671660,91075.166260,8459.873454,38696.830140,51259.434860,60086.371790,59900.411530,51638.960780,42170.979330,33105.180810,41375.919180,65718.975860,1783.319878,71535.808540,20020.465540,32613.116180,28529.478060,32681.635020,63171.138520,93472.505930,74.510376,45430.860330,60059.575140,4111.532178,45727.883810,47145.405570,12158.358170,35713.287600,1727.059193,997.536044,44021.885420,55965.268350,14102.222660,58205.505650,248.043809,67885.253680
21.930933,10792.739950,3191.785259,771.278400,6031.530388,24418.590660,2951.700932,5479.173383,4918.313346,13242.168410,12333.721850,7491.322655,24431.919980,1811.102854,4605.038841,7279.643384,15079.065050,7628.308559,13195.705490,5439.285517,4277.469368,5616.990842,9319.003762,3374.741805,8200.229710,2933.069793,8402.557701,6792.140393,12626.775710,13494.322890,50552.086000,86.181868,7073.447634,10489.151830,1223.009637,5217.937331,7482.944865,4678.047389,8949.963697,521.252820,2874.399635,3451.950518,6731.627359,3032.788033,6188.372868,565.852537,13517.238930
21.931383,869.344374,548.174828,270.000566,163.199997,5616.773633,31879.893580,928.237991,558.105441,5387.439278,1470.268576,897.948546,2933.924884,416.111925,959.445246,418.782693,394.598783,832.661196,3992.052950,334.581166,542.275032,644.411678,1311.648515,1279.660240,4807.922572,71.793200,3021.118900,453.222027,2064.465245,1660.945799,12977.789610,10243.947470,297.659165,2354.055255,30001.177870,116.488578,402.568044,1500.183756,49715.532210,386.464916,1242.999721,398.681404,701.147730,755.694080,1295.509396,30784.581340,1669.510764
21.931617,1549.330759,294.242855,283.324901,1103.480995,13251.808020,1144.266063,256.386062,1063.243551,1148.678798,2197.193058,1782.983880,96.271997,109.000982,206.390689,1351.090829,682.047823,1284.010166,6414.782483,202.480837,761.813967,549.907803,963.438179,794.500155,2339.103900,261.539848,1956.066141,824.785684,1527.079803,3669.001246,320.482868,149.803380,3074.320998,4059.700295,349.806638,393.514964,17.382697,604.799786,1981.673861,369.639289,779.128696,1152.881939,1621.980274,316.270120,2544.171951,524.342171,4691.432677
21.931650,14199.602820,6841.523786,594.817662,9442.705045,30561.812150,870.334916,9167.829464,7942.658183,13475.621930,22783.200620,13792.720380,29571.412520,3570.217008,7090.954947,7330.254430,17830.863810,17404.026740,26850.173300,9935.948285,9697.909295,4727.604870,16030.755560,3419.209250,23595.934160,7163.579083,6032.935794,10754.147190,18563.497340,18961.073720,40050.758690,82.608274,16301.157820,18425.715310,1186.303460,4328.920908,7234.788413,3668.976822,13965.835930,191.290331,2702.072736,3807.744031,12938.950230,5386.538927,17071.902370,489.893470,19918.235890
21.931750,1348.919453,3304.461141,178.505526,8094.472198,30759.034950,3115.312937,4855.167658,9971.663080,18550.609500,12226.921140,7700.549582,18335.211990,1675.190400,5976.510322,10092.034590,11152.204620,16324.715430,14783.742630,8035.517262,9768.689302,7151.300673,19293.704580,3418.654257,6568.755835,5914.177205,9268.202351,10808.538200,17950.635880,15388.438670,44763.047600,84.831136,9468.324183,15385.716090,872.283432,9381.750940,10284.071540,3826.940544,11250.336780,210.424800,2840.867648,9371.441992,9068.590521,3099.774659,14277.454340,539.021458,8794.526551
21.931833,1221.822792,110.968473,283.339446,649.360920,7799.841350,392.934057,501.534875,389.492652,1707.275002,3206.338520,620.420872,6137.622506,54.327899,604.887790,1153.994570,3933.770917,844.978008,4644.618931,343.516188,335.068622,359.604898,1168.539994,782.219871,2556.000535,127.323920,1031.592528,390.491216,1708.580462,1200.174944,15545.580260,150.378229,1135.952915,3568.137283,348.774882,271.350647,478.425816,83.041860,1679.556891,368.514558,767.313360,544.878782,952.756221,185.005406,2380.113395,519.886918,3698.727483
21.931925,38013.059190,27273.604160,1430.490764,39155.998300,65647.210520,6789.438838,40613.231560,42238.142720,38724.775100,71132.211780,70527.377270,73557.641720,7295.009853,22105.279260,36880.526790,26132.566820,70455.925970,84336.476070,35271.408210,50220.221730,33566.331900,39166.060330,1914.318403,64861.945200,34633.301990,20019.329050,32104.519430,62713.963080,55143.384630,68653.546390,74.888706,45777.679440,57147.887620,4578.531458,28807.991250,45813.079970,13720.165500,28111.657130,1889.840748,1089.493763,10579.171540,56775.020320,8847.159851,59515.322410,422.978915,57495.663470
21.931933,40363.172100,12893.327080,2055.147262,16698.146590,63819.559340,10062.883660,27182.877800,21531.926590,55157.208530,49669.670290,36298.309410,74407.517940,10844.671660,29289.835480,31876.859320,55352.711090,33826.024700,53466.186830,29638.113330,20438.284530,19852.485340,28805.091310,2397.993906,61514.486700,13207.801280,35808.205720,16378.130970,47636.948970,39266.175700,114316.018800,76.432698,34560.450450,52959.890280,5414.629376,15284.772570,44298.256080,7528.493588,2543.890245,132.304301,1470.729772,29760.385760,31472.449770,17988.436740,39362.793500,308.395582,2859.648783
21.931950,377.347993,3593.008456,283.362007,7859.203622,3544.009926,390.736756,311.197665,304.859284,1674.513652,2349.534526,13390.606900,2083.401522,72.798544,401.168227,326.143048,1471.181952,1201.293188,1888.089900,117.709518,161.035816,300.183730,335.953245,763.546306,2556.755086,2068.108457,623.822529,362.215430,1951.747857,932.992059,6283.228712,151.274249,567.419784,2626.306969,347.180535,288.595378,357.777519,458.001342,1345.415432,366.776748,749.340018,423.297425,516.573688,405.671929,1476.000137,513.051123,1745.471004
21.932000,142414.133000,45866.521990,5399.791863,68364.447650,188656.033600,10179.340090,117445.979300,79164.013240,116853.598700,189361.833100,75081.165770,218449.543200,22943.849230,106816.924400,85075.599020,124201.086100,194135.296800,229747.306300,130056.379600,103346.118000,129896.630000,89770.043950,854.665114,174666.757500,94410.070560,70430.810870,148899.324400,179126.970500,159475.076400,137676.047700,72.204266,153284.478900,145681.622000,7575.428146,93626.400990,133155.619500,24108.822760,59754.064430,5355.661759,449.523503,113920.931000,153118.928100,34348.428320,161024.616800,2027.355379,186461.488400
21.932050,410.105773,586.242914,281.543992,258.259256,2720.587693,602.454647,251.756468,357.320196,2114.525039,1405.470375,602.866529,2136.587472,61.893465,390.114826,421.559769,2400.733183,306.646509,780.973398,146.338530,59.647766,97.493643,960.351027,550.342587,1956.264141,516.409816,1016.670618,122.249060,2390.515019,1118.694739,5145.596297,163.384884,468.768167,1161.220249,323.757030,329.803328,359.005966,846.082948,2554.269899,341.282569,543.458047,214.292980,413.898231,194.000577,791.123839,426.512750,2635.638601
21.934833,1101.533941,247.971835,266.149722,1413.368508,7780.528003,1407.134782,938.380994,1323.793493,2382.559698,3357.672628,1244.233160,8475.606519,414.955425,1024.968219,1245.968845,3970.720248,1871.019178,4457.692047,639.105551,889.456713,991.084097,2084.721142,1349.605528,4312.295857,590.734766,1610.600388,545.189038,4340.229738,3023.041282,27202.730070,127.505203,1621.758556,3890.913242,363.288326,817.651526,1249.924698,1657.348834,2168.482823,384.570064,1309.312646,849.422156,1005.778542,441.345155,1613.168171,670.923141,4341.364878
21.937417,11705.288000,9247.335268,147.194847,14556.163910,36413.709740,1973.901704,14178.937680,8790.150201,19655.446150,32955.755070,27224.513890,38713.755930,3685.342649,12675.352190,16666.461120,26672.533720,25234.601780,37568.586450,14012.965790,19437.976330,16444.839310,24463.742000,3135.259806,28386.373380,8013.449311,12021.476450,20929.820100,30070.514120,24256.796790,47578.014280,79.819330,20182.804720,22600.937020,460.875469,16367.121040,17983.166840,6225.121999,16626.620030,164.185876,2248.677517,24706.012030,8133.534121,5873.699009,20862.906530,410.273243,27678.057830
21.939083,8170.685798,2804.489104,574.611477,10696.683160,20982.350310,1850.515159,6638.650937,5601.443901,6573.791038,9593.404156,10429.668980,10270.201250,1907.126905,4324.871479,7734.478114,7468.254771,6970.827624,11325.007510,4768.750848,9008.688702,6600.214684,6125.922372,3276.979947,9492.916132,2848.654701,5085.126817,6248.760352,8989.433529,11454.525620,23027.054020,88.088438,13090.890020,13293.751090,273.736537,4331.607897,7908.236576,2452.257389,6946.251355,373.917658,2869.724206,5644.447027,7290.334105,2614.457582,11380.091700,599.317880,8900.771384
21.939133,6233.832884,6355.934915,518.182878,7735.212857,20336.888260,3518.463456,4574.398866,7253.347807,5488.467181,12329.030920,11672.830760,13429.211020,1753.566876,3827.942488,4662.515618,14751.372570,12408.370390,17704.836390,5528.953629,4522.511989,5536.139816,12922.498280,3279.507868,15797.492380,4098.991302,4616.966158,9681.307182,15162.153300,11719.949560,18946.005300,88.048982,8367.479411,6573.505784,765.892055,5746.692810,5579.511595,933.130712,1259.105135,422.539689,2870.698869,9385.520365,7973.453713,903.254590,9033.665020,598.748013,7918.361174
21.939158,11189.807330,13268.752370,681.477475,2424.842734,28130.334770,8175.695788,13852.019180,18748.030370,27367.140720,37125.828010,20781.041860,37249.792540,6445.778300,15194.502110,13710.041760,19865.921420,30189.485930,43334.706180,15207.785280,11090.471950,14977.241860,26396.014170,2981.797254,37556.591860,11913.471420,16977.666730,17712.720700,27778.586550,23383.974690,41181.248630,78.919416,20639.864020,17682.746900,1309.819622,17804.072460,7218.260333,11849.337790,14259.009920,751.883926,2058.714261,10539.435390,19804.562510,10248.177600,23558.672530,383.258106,27498.466020
21.939192,13378.626070,3271.615524,666.161142,8528.061814,38795.644660,5114.362446,12970.368570,14674.953150,21680.168330,30257.829880,18533.960230,37495.553810,3540.764652,12080.565550,8298.163350,19171.900500,24065.909670,21214.115560,14020.720470,17085.829200,15009.332880,25944.930260,3107.413535,27688.893690,9068.331286,12214.952470,17828.661030,26755.890190,22721.792310,43679.960670,79.641733,19521.090570,25906.971850,753.987651,15123.911040,17758.742650,8298.642024,16496.920420,663.197597,2212.529211,15481.856890,20081.865540,6474.939230,22309.825830,404.939538,14804.149250
21.939200,45204.314560,30627.663740,2089.514117,29967.057680,90871.589550,6726.201649,44784.585170,49833.331360,37815.176400,77846.793280,61245.242270,90172.578890,3340.811083,42220.789140,43127.884090,46513.256390,50119.448860,97103.527200,42816.714850,38214.113210,39997.024930,64189.936360,1771.740011,77443.635920,44407.418170,19139.370250,43236.350860,76780.440580,67464.029630,74857.428530,74.479323,52903.902850,49282.933260,3669.845295,22570.075350,44563.700200,17164.987100,29387.685700,1515.144881,989.736644,49726.313490,56942.786330,15894.852850,65716.051970,247.008697,69096.444600
21.939250,5586.817599,3139.297147,1632.501220,6002.332438,15429.347220,2352.675065,9554.514127,8872.070496,9627.799918,21222.043520,16812.582430,28824.674910,696.959045,3260.477596,6087.802530,2018.951069,13853.635260,10871.686450,5403.201980,8936.240320,4623.677738,17549.691010,3326.020637,5102.762549,7090.257084,2520.768111,10928.769730,24969.107340,16667.416520,149.951215,87.331481,9291.843457,13012.208830,842.836981,8496.968101,9810.312643,3641.294623,3452.674227,451.631177,2888.557787,12723.089200,12333.889520,2559.320295,8547.528542,588.435162,16514.572740
21.939250,51017.502700,22986.304220,2476.124628,29612.230400,87001.770430,13315.767900,21314.036020,16486.745520,52657.471720,66863.698090,47411.940500,57611.102730,8758.710681,31442.245230,49184.220710,67844.852020,38647.273150,53736.478660,19012.523520,22514.441930,35201.544770,46032.813350,2017.077338,43613.163350,27930.867940,31801.702980,27582.732800,48833.447620,26524.094560,110265.098000,75.188003,21106.527870,57672.110510,4996.372268,15887.340480,33224.734680,15619.921270,33306.218640,1276.518185,1164.365121,33998.516780,20097.877210,18786.878390,46753.366940,365.054350,51179.314310
21.939300,12122.902070,4384.935539,1221.947398,13060.194540,30015.182810,4816.509856,5434.548802,6090.272109,23408.282350,15915.853990,17199.363850,23746.344920,2406.463430,13188.521030,16961.482110,26714.918620,19433.978750,29986.416510,11370.161320,9035.923379,13992.178180,23234.225120,3220.042321,25812.720470,6167.004199,13873.532360,15388.810670,22121.719930,20214.432700,54854.679610,80.378431,18365.721300,24433.736870,1983.816669,8048.029257,16221.421410,6982.917831,14028.717290,440.355583,2361.829387,5199.221823,12462.921430,6207.345623,23824.122380,427.182911,24418.690960
21.940250,3688.082122,1530.810183,747.194898,2877.256129,17216.854520,2317.203033,2798.341257,2637.607809,6902.298756,8845.294484,6085.642061,11874.739410,1469.447537,1728.982542,3361.514898,5664.400510,5260.187214,11393.207490,2946.705254,2239.022448,3552.858972,6521.458177,2789.309531,4891.644105,1343.918102,4255.331110,3399.392126,5671.604726,8223.212087,40761.157070,95.225829,5952.660776,9614.913520,771.950252,2443.250141,3244.933682,1754.897930,6612.533557,282.678438,2576.335540,6481.821774,2511.493113,3747.172578,4944.595824,680.704969,7951.083083
21.942792,11689.701440,6158.994615,216.370764,14983.734220,27955.539960,6673.976434,10214.540110,8062.156528,7908.706062,26106.138660,6421.797550,24007.803200,1558.508028,5483.635301,11066.680200,12712.105820,11288.366090,25868.797410,8069.698130,10304.686880,7421.241612,9301.949359,3417.652221,12698.994820,3417.508895,12089.018750,5630.303322,16631.618600,17270.574020,75353.013190,82.519626,12629.943040,14981.781900,2344.622076,7664.186100,9178.267368,7275.388766,14213.145610,533.907053,2694.774761,10425.411570,9704.693246,5156.553771,12721.409250,487.826512,19496.025570
21.943350,2527.347219,1600.471920,182.075516,5343.562781,17202.975540,5407.296884,3807.148465,2741.609060,7954.106936,10012.534480,5406.317349,15238.010750,519.711483,3269.169375,4158.976790,8350.830563,7533.911862,13422.397080,1380.199805,4872.577847,3751.916742,7542.905970,2756.963531,393.528337,1671.800420,4105.905052,4370.089006,9244.573437,8344.609219,29736.051910,95.700840,2889.804654,9929.400451,1502.761877,2528.544232,4663.266404,1144.133029,11998.085660,285.223315,2551.177510,4557.830049,4538.923943,1315.205408,6874.583604,683.735535,5353.874194
21.945225,5548.227539,5297.071489,1172.769166,11045.328750,16073.743200,2602.462052,4625.026078,6619.531876,12138.112880,15138.889700,8262.457570,18433.998380,3816.754494,5357.904361,6513.454152,13875.275090,11805.154390,12722.041640,2870.308017,7374.418307,4223.321702,13651.928680,3383.084059,18595.938690,2401.781157,7327.957654,5474.377715,11346.305210,10351.451500,35444.252430,85.980452,9889.915138,10844.046770,294.069510,6639.240591,7043.305832,2899.329470,8423.929143,219.863525,2871.392960,4764.720816,9262.291211,5386.674220,11368.445660,561.882052,14632.486270
21.946933,199210.885900,141421.143600,10271.484020,138671.368900,328565.998700,37938.125560,195290.056600,78066.008490,210655.699700,283487.538400,188031.686600,301420.811200,502.596817,218521.045700,159392.232900,291545.572200,265251.563300,327406.870400,225380.537400,94710.975560,221779.427200,68360.007810,624.952080,262318.602000,143934.012100,151237.156200,146200.575500,256945.880000,66818.289610,347446.777600,86.377149,65272.662800,266560.646700,21557.592940,140681.267800,240468.205500,69582.271830,157342.461300,9709.662849,327.977233,131404.916000,244752.549100,86578.063750,285615.806300,5452.515020,317497.767800
21.947042,21846.912450,42482.246170,2456.155171,3439.419575,62729.538260,3749.286056,50889.091270,51998.041820,28280.345640,95221.411140,68927.702340,121890.217500,2281.362166,20470.133020,47642.164220,26606.427760,84858.759040,103061.033600,41603.329140,37907.991830,49483.422170,76311.262470,2092.128407,73804.903600,42791.721170,7904.722387,42139.110000,85328.916770,91015.088190,29311.231320,75.412830,70469.975710,61918.544970,2563.825248,44398.474300,54977.408770,46.335423,17369.654550,1325.011504,1221.111226,56169.117800,53366.437010,3693.894221,79012.018050,1058.932131,73818.687300
