Sample,CON13,CON14,CON15,CON16,CON17,CON18,L13,L14,L15,L16,L17,L18,LN13,LN14,LN15,LN16,LN17,LN18,N13,N14,N15,N16,N17,N18,Z13,Z14,Z15,Z16,Z17,Z18,ZL15,ZL16,ZL17,ZL18,ZLN13,ZLN14,ZLN15,ZLN16,ZLN17,ZLN18,ZN13,ZN14,ZN15,ZN16,ZN17,ZN18
11.251500,607.207988,2614.128560,28905.339490,1707.163716,1336.312448,216.458262,2462.693494,3577.198219,8902.580715,12901.429680,3439.223237,16881.313380,14076.506180,1405.085338,1920.664897,1043.153865,3581.538720,8898.985554,3327.881724,3102.788675,5109.930083,3755.054441,438658.887400,6335.376521,6561.231027,14056.174840,2267.143034,10590.468500,11867.290860,19323.376640,9834.529788,5991.132788,9296.122569,27786.162550,7016.055467,677.297524,17658.307750,59.517664,9751.010206,307494.345400,3151.879701,3436.433658,3249.774384,5737.554265,26766.914430,10358.730090
11.252317,58.203126,12.506073,612.427200,155.968459,208.230789,314.749318,323.236595,146.482346,2248.906823,693.631458,604.907000,1127.211274,988.349600,194.758696,132.531810,123.255276,318.679860,1334.555192,205.212693,59.952443,174.028001,1323.712596,1204.416741,1145.292398,59.440872,172.701998,204.755382,456.931103,1411.107598,2585.466642,180.210913,1047.352029,554.108261,3187.213035,123.828377,171.891999,1704.194504,157.264980,1308.659083,355.401024,43.353888,359.189418,36.620206,958.888303,709.187614,1041.682889
11.254792,4128.563993,10703.440560,28508.724300,5134.015905,26863.007640,1573.686972,3899.940707,3019.911330,3750.077823,10410.246570,3736.654648,3284.821545,22459.368360,1471.859267,5051.454257,8473.813148,4205.172836,925.020348,6829.815666,7979.937588,4836.251997,1127.366058,20495.669080,11286.738970,3714.110541,10427.662320,5726.170842,9025.582807,7298.475083,23107.553520,2591.699067,2721.233788,17674.816820,31054.062850,5779.501257,3712.578579,23585.506300,59.077096,55540.760700,2853.739692,1981.169629,3161.881111,5346.407826,2489.498642,22101.118020,9483.233521
11.254850,6838.797259,7024.502120,49104.761870,430.382326,26086.885030,770.239994,578.397339,10904.545840,22553.784040,13696.967880,10695.905880,17813.187160,18210.625380,10360.531580,14163.750920,1847.349129,15791.351660,16183.384660,8176.398402,14335.068540,13237.547470,18573.199350,889980.055200,14639.715970,4161.349186,6189.291157,6712.613870,14881.138270,17300.375900,45541.936500,24225.495530,9792.434813,22546.505710,28006.254940,13016.768680,14597.308920,17467.945220,19416.646630,28786.856350,544586.994500,320.055768,14854.572390,9263.631349,10702.584470,156112.132600,7591.482901
11.255375,3759.938585,2770.681692,23528.786880,5675.396055,3569.194941,29101.254720,6386.576639,3706.413542,10432.192920,8615.591832,6680.906792,8815.499211,4319.259183,5989.065555,1772.748499,13068.351880,4229.878652,12233.118310,4037.785490,2914.652880,3863.714320,7613.775192,962892.069000,6657.049417,871.168934,2702.265002,3440.037904,6951.647978,8743.549901,27955.175240,10089.568490,9340.080649,7532.179146,21965.932540,2802.657209,6215.011857,6224.157642,12920.359510,67650.875170,439244.793300,4439.702676,5283.794430,6361.091243,6836.555097,102251.315500,13304.609450
11.256208,8299.529225,4041.282832,31726.990220,6481.316898,1670.494568,2736.607464,8294.220783,4984.969343,19869.787940,12205.792580,15444.899770,10808.040470,8455.477874,12339.183520,4802.372154,18521.430910,7924.121605,5162.572074,5063.767547,6592.025755,8108.085632,10036.115670,766085.457400,19915.631790,5436.179072,15793.208530,4374.253344,8010.743703,8156.498396,40348.026960,16251.441640,11928.413670,9092.991752,39438.200950,6486.580107,6303.979340,9472.766625,55.219668,84880.867020,1021598.309000,5114.411360,12260.383760,8773.771385,12151.087980,154387.671900,4407.467067
11.257567,11096.846730,4872.304344,24681.578370,10200.507990,32082.272820,33872.716810,6304.415291,6865.009320,24471.865300,10691.328070,9193.786853,16551.838360,10874.084060,13758.647480,11324.718370,11204.187830,10064.341050,15602.478080,3847.588130,10258.391440,5087.316216,18304.492630,705134.186400,10358.258180,5210.617960,11210.183520,6059.590956,11842.946410,11447.548060,29111.105550,19137.557800,11839.962660,15634.912140,46308.737290,10982.150510,11092.039220,17159.437400,14094.783160,37692.698540,380308.391400,9046.016869,11212.594570,7226.672519,7435.124929,118693.943700,9233.517828
11.258900,7349.300931,15864.174790,58098.411590,8633.851824,24331.939000,8014.964625,3739.275856,11265.227060,13724.393800,25786.887370,21316.500640,11161.734620,6603.226663,6292.710802,16229.609920,19239.834910,4749.494795,15656.299460,12896.766510,7333.237227,23811.921920,8911.292962,178999.335200,14901.918630,4204.291012,2727.900861,5725.173681,16818.541520,26679.090820,5607.831802,27815.301950,12318.442360,22080.040830,45156.187290,12898.927700,4203.637496,9015.351748,19365.099680,25163.671400,342026.960000,1898.685894,4588.499304,82433.722600,19488.323200,39294.657830,17612.519200
11.259100,24325.360700,22755.768710,41269.834840,36392.041520,47874.679930,56543.878110,18126.973510,31907.610000,18009.511760,37556.537690,27152.788410,37897.827780,25060.973440,31075.882110,25207.579160,50469.183510,21840.992990,26824.633750,19238.945200,18057.511350,24088.607060,26326.138470,756356.291700,39904.981000,20764.998960,43509.291810,17275.915000,33894.018720,31345.778360,43034.204490,62534.089100,17683.095960,35633.095240,96603.002150,32423.327550,23338.565750,32912.805310,41609.509710,96304.750170,682108.706500,33014.495370,34067.707580,25183.153200,36625.324360,179405.360600,23352.167200
11.265233,5962.885553,1505.004868,37320.782430,4473.728363,19322.262360,195.851335,3400.279384,2063.597768,7965.883633,9813.891190,6057.418683,10714.369730,3089.676388,1732.820888,1398.076992,6711.715456,3092.866917,9253.913469,3133.237761,1856.427932,2632.807540,4685.821454,439770.209400,3547.851204,1467.779465,2429.549972,2237.836686,5894.122042,5733.123296,20534.516620,8555.158643,6555.389711,7362.035961,22650.313160,2166.515269,2782.828739,9397.329459,14343.061990,35682.240240,592791.771400,2835.369059,4753.011320,4284.952062,7679.469835,59298.313770,8259.665736
11.265367,34500.658010,19566.814750,44639.909840,19203.817570,37592.228970,75362.437990,28823.539340,23017.717800,40075.720410,25646.651200,28397.452440,26513.408880,31741.982830,32821.299630,27373.738580,30203.413010,19616.523530,31161.161960,15670.592950,14408.826420,23466.932820,18381.740820,1290778.189000,28479.674890,14750.059560,39634.224950,16085.640030,19896.675500,32357.318650,31000.912910,49107.882630,26524.073820,27233.772520,76690.435040,26452.983690,18874.184180,43541.124750,29118.942900,75647.586030,647367.871200,11502.991340,19864.287920,14645.836070,21944.930000,135122.893000,31338.717620
11.265950,60526.246110,42224.461960,87179.594650,58926.269880,99050.696200,92241.314040,57318.725980,53057.890870,74791.059580,74510.239820,59615.896970,68524.182330,69374.745530,68393.207880,42917.387820,93226.745870,50615.389970,65814.102700,58051.622040,49294.333380,31733.794750,48383.413080,1506813.383000,61897.919450,32653.361190,85604.627750,52839.456280,73962.450400,56126.560560,94612.015430,95843.638850,50982.801150,46058.569210,149939.135800,69926.572860,53369.603130,80097.141790,105610.030300,168793.487500,725678.855900,49282.391020,52139.374580,49174.083670,41205.364180,283809.090200,69160.663820
11.266858,22470.724990,17913.951450,38103.632970,8562.634082,51439.674760,66837.971530,25609.699060,15533.842540,25118.151270,38815.255370,25475.872220,28730.525280,35195.913810,21503.095320,20040.531320,41370.306790,25320.826620,30075.754700,21303.734770,26736.539890,20335.692260,31768.291250,1238415.645000,35822.797070,16468.969870,38242.744250,10107.562010,26464.149680,23085.609060,35255.193220,50226.119770,52320.439270,27818.728670,83450.188430,24601.800810,25773.716450,19262.030930,38702.011580,57606.723090,612410.483100,22394.768000,26613.691810,25081.583510,28411.954890,159268.722700,29549.471580
11.267225,8667.079758,3550.469186,23571.265160,5292.178217,15293.146710,56454.275040,3938.254638,5958.519305,12037.477300,11728.270320,7244.329043,9456.564769,6668.692595,4477.214420,3098.208888,3930.032902,4908.598363,32544.278350,3073.710663,6806.461822,4712.441201,9442.997739,475385.944200,9860.858224,3880.240427,6341.864401,4469.709210,9270.089346,4388.623003,12463.855630,5324.927963,1103.056519,8007.423285,8459.962506,4635.080488,6296.767836,10536.857130,11922.865830,31325.474220,560891.232800,4251.486765,5812.913570,3973.772868,4980.797978,37090.519870,10589.501660
11.269383,555.987380,20.619127,7364.293096,563.887041,184.958179,391.399570,753.394795,564.560732,4660.797294,5380.277706,763.797562,2913.257062,54.671659,235.210073,74.746961,271.682632,541.355310,550.374604,163.951641,11.829169,349.627561,2203.300241,769.142705,1312.500571,92.871393,83.828078,552.793873,1372.323415,3049.201693,21312.445250,2694.444709,658.179882,2151.873086,30487.861220,680.882015,471.700214,1504.143409,117.548002,13159.699520,754.727431,284.003435,642.521763,1519.342890,3168.290802,12940.721780,2272.523075
11.270075,1515.774433,3254.861570,7668.186745,1158.923572,8174.054528,21593.422690,1272.899331,861.134238,3734.959117,2273.073607,1953.103129,1734.295269,4084.246973,1118.488203,769.179503,885.163103,2571.901992,1729.319877,3190.862934,3507.968150,5902.008724,3192.996843,18925.190880,4152.291018,2811.106525,2912.483516,2066.162432,4291.743235,767.049252,12466.826540,3172.225339,8535.091036,3677.432417,7644.571765,5741.075265,2190.231424,5290.222657,67.367214,23647.212220,12836.015180,712.489351,1419.404163,3586.638611,1234.285886,10175.458550,3519.253657
11.270333,16128.479780,9969.674253,29238.282860,10080.862810,33045.291820,73443.354450,11468.870940,12603.368000,16521.113080,11869.566200,14552.009360,41473.234750,14346.416260,18040.776710,9040.550653,20262.814780,15531.479990,29167.605570,575.214566,14633.453590,17064.073500,20854.469440,1057915.108000,24025.193200,12551.892940,16559.165470,10941.839530,26400.019280,26918.541750,32294.217360,25185.387400,10104.670690,25410.573320,50783.662070,18460.505110,16067.331330,9722.144208,27303.623290,59496.576280,645485.399300,24206.059720,16088.226840,8564.032324,23173.591290,107091.569200,15422.433560
11.272317,100468.227200,50916.911400,170745.538300,47849.971880,81905.327010,173605.129300,49937.234140,73450.421350,66297.591730,68026.848130,68935.261450,78509.322780,62723.185110,95235.343020,81174.275700,62165.269270,53061.866480,65526.377460,58734.210300,49653.396090,44437.276270,68454.153560,928373.373200,69702.628920,57556.776610,108554.618300,46610.359430,54848.276010,84313.419460,84264.553200,99056.026630,59782.492010,66059.643870,111071.602400,94747.597710,66122.889460,76161.403590,80880.372430,129099.384900,532523.693200,64769.087970,61768.717280,53479.747230,70906.795910,258725.787500,40368.896860
11.273633,287958.881500,227514.081300,297281.935300,96035.726210,323590.273100,429919.076000,243356.229800,191809.096400,253007.709200,289733.480300,228943.322400,306812.564200,282558.212700,197845.850900,296423.257500,226229.367900,219743.863500,309731.160800,263867.375000,189026.068400,220361.492300,204288.366100,1304868.739000,241030.067400,283100.767800,249789.392500,176665.457000,224798.912200,242545.357700,324004.632900,275984.054200,46349.257830,223000.184800,424084.170000,251460.676500,242618.987600,276270.290000,337876.328200,385894.119700,997780.012200,193814.468500,184685.830800,235927.740700,263923.310100,674926.217700,320966.162300
11.275792,547.350341,68.153162,12584.941690,647.986439,958.934584,22520.216700,408.563210,403.995544,2227.194947,2764.755770,746.059845,3439.288321,884.902628,434.416296,115.657317,199.967935,304.964591,2172.761119,348.435347,548.530317,326.725655,1650.091701,77438.185570,2551.322458,247.699271,345.449312,576.478797,891.445654,2444.624751,17508.162010,2839.416534,593.597374,5641.956050,15550.487960,113.424162,574.102790,1790.618413,94.534390,9968.324217,44467.217980,687.747367,828.232915,1029.434146,1259.720039,32737.671920,1655.562369
11.275808,4778.120460,2214.979417,18599.517280,4192.517477,1271.929299,2556.378045,3925.509540,1135.535682,6935.430602,7473.350805,3223.810461,3735.875993,6787.510811,3334.850905,4847.011971,7047.170304,4359.783149,7824.385906,4369.309059,2904.282932,3787.717015,4280.995178,440228.496700,9002.852926,2058.861040,11121.347400,3288.804057,6524.650202,6477.617003,7057.283310,13597.508960,3555.961235,6602.818850,23701.198580,2405.835414,3381.713423,5950.067474,58.811864,36823.201870,351864.024300,4627.982694,3673.851240,3996.439652,4773.709101,139959.469500,5861.494804
11.276250,5111.417690,2667.318798,25325.410220,8029.945351,18089.746600,43348.393600,4878.683742,6941.379463,9830.352906,12413.061540,8772.296308,16977.668980,10928.917950,5625.448435,3132.433970,9219.184986,10229.265510,12282.703090,6575.338890,4955.374558,3736.506848,8582.947920,762709.842800,11570.330920,4838.861430,12520.868190,7879.728514,12976.219280,10979.207590,33396.205510,17112.103810,5255.928451,7013.909733,60890.984790,5738.616767,6626.739050,11607.547650,16629.596990,45437.253550,490853.629600,9779.442661,7599.272123,5818.699958,10314.888910,120763.922500,10093.154980
11.276375,640.691179,109.992769,7111.798152,528.005222,2775.027133,8953.626245,328.326065,213.131141,1585.573995,3112.979104,594.178524,4739.046176,1265.019186,246.188711,315.733452,1424.718893,660.167285,1778.832337,278.793615,430.616094,353.751874,910.279238,24299.277320,2655.700930,110.057178,1312.599302,351.373005,1127.678247,1012.790992,9378.827417,2848.830774,621.908968,1492.808715,7512.479172,195.873168,196.602636,1825.569855,101.687981,7206.837409,23095.607270,324.669398,405.619812,959.071657,430.025224,18074.336090,2192.610263
11.278283,1081.175472,227.478271,10287.096580,1355.028141,1144.616809,23657.037050,456.785245,645.196531,2411.116917,2362.125023,903.523094,2827.286163,1766.740766,751.304342,674.612547,3110.801183,846.818637,2797.955293,439.776925,807.523495,315.896878,2017.066364,107164.133700,5338.267096,445.249760,1047.285592,675.363717,1542.150358,1327.710380,19413.719730,2877.410725,1602.256269,1743.065762,10233.996480,340.130915,718.750339,1666.168287,7026.892182,16027.515640,120411.301700,651.764436,1009.662896,1719.315288,1165.779895,38200.847630,2244.977382
11.279650,6952.708460,4449.315476,38675.493620,10314.227620,23699.186720,37890.534390,9051.334905,9249.435524,11632.925380,16517.124700,9123.775207,19570.612830,10318.780990,8952.652147,4367.971298,15046.790260,7332.076870,10995.023510,5567.918302,4731.691490,8194.155460,5485.155852,865182.126400,17516.758100,4720.146099,14321.080370,8322.043995,12368.292690,7797.678803,17620.070430,22137.425960,7305.133686,13708.371010,43913.447940,725.507143,8148.975336,14223.885100,18526.167280,32968.890620,536409.639500,8118.507479,12119.293770,8782.345076,11783.154900,139537.942600,13216.489940
11.280583,1652.671039,421.859884,10165.260590,2848.899887,2294.577482,33455.877830,922.423883,982.710470,8053.011957,3436.485215,3671.889280,3954.785998,2647.892392,1345.107457,2924.405752,684.304549,1897.023996,4747.341880,1074.208339,805.953675,1600.093742,2709.915666,127280.815200,3208.292998,679.903134,2776.927751,860.843273,4862.604055,2805.268016,29663.560720,5135.623688,1265.813870,4233.785902,16777.198610,734.942646,509.354750,4959.763573,66.852776,13401.304720,208831.790400,1720.475550,1620.584372,2421.860935,2423.814290,44681.379570,5053.811232
11.280600,15443.566730,4546.260134,26893.717200,7830.844991,30110.538040,48592.298000,9589.505460,10115.291250,19308.847630,17436.720640,13689.033180,16569.857170,8959.649814,11291.294410,5798.621255,22691.484820,12139.295840,11610.756780,9231.462951,11766.388960,9160.291762,23071.979920,1084208.120000,23680.353420,7492.889613,19731.113690,10961.171100,15298.170240,16581.218790,59580.887280,20825.628580,13459.417360,14840.941780,59047.477600,9613.570421,757.051551,444.263118,28504.782510,46170.613300,646480.291800,8238.835870,10461.295620,10415.163540,12872.282290,155854.065300,17703.626240
11.281367,1737.240051,536.347857,12570.272250,4592.748356,8642.341663,34090.645330,1289.213087,1548.188575,5057.064019,5264.185886,2843.848790,2149.735694,1827.287415,1208.864251,1984.160219,7825.979240,1498.087563,3697.501637,1071.682712,1014.127823,1487.130604,2611.484357,218409.123700,3381.645198,307.749526,1684.873124,1324.270109,2356.125765,481.192435,15068.682330,5874.878379,2241.155795,3156.611388,8438.699101,1171.704655,912.772749,3553.133466,5843.342063,28218.295010,155072.825800,1079.370868,896.041556,1602.714909,1724.051903,38115.518790,2400.484015
11.282692,182919.458900,154380.679900,348370.825900,230997.023300,250756.352300,304934.770000,113756.034500,249412.768200,195142.534400,214573.671400,272079.685600,207257.627500,223548.835400,191288.071000,180223.574400,175354.394300,190559.224100,245087.803500,262533.150900,164935.695700,243154.450700,201892.439900,1852951.344000,208489.112200,154117.025100,179789.599200,152838.374000,187247.161500,190231.968800,230379.382800,343950.293200,224040.454800,198600.533000,367552.379000,156961.451000,186753.098500,195818.737700,272017.777900,322705.383600,752251.054300,147123.335900,166690.512500,192516.233700,316822.358000,492903.644700,237635.540300
11.283842,473.016048,458.111130,29644.991700,731.797520,2151.828784,943.255207,1076.001095,2044.860682,1557.590766,4284.046030,681.276278,1131.529529,9198.460411,197.986762,2321.522942,3653.194177,2197.405618,243.170068,1588.224832,1836.135492,2680.911348,320.445399,16048.723120,9704.880784,1541.195214,2641.740848,809.230382,5536.328533,1855.710989,6923.388928,2756.280098,2006.685741,9705.330485,15213.722560,2990.615689,682.994520,2876.056132,76.097332,27544.969150,9833.844300,186.800071,311.371626,3950.309289,2136.199799,15784.892080,6321.091701
11.285167,6822.384532,847.868915,16320.798270,8261.756514,13963.624990,38369.644220,4744.554475,5332.017362,15841.078410,11916.210000,4587.862434,19769.234600,9551.313491,5418.423901,6259.952914,11282.131830,6576.121591,13726.965650,9193.522314,3822.115461,6564.992915,9507.233762,933446.578300,15305.722490,4681.870919,6777.644826,6285.209120,14799.120170,12887.983260,32736.498020,14242.906680,10414.726930,15140.796350,56164.110290,5172.447449,5001.895082,8080.816496,14979.181550,30937.191830,545405.916200,6298.135210,6544.032591,6363.172269,8579.140027,115292.664500,11528.614920
11.285367,17073.186430,5117.382180,31692.970540,5590.073658,1697.201628,37782.154710,8600.727643,6976.057704,10716.722350,1906.998197,3209.055067,4291.756714,11152.408140,7944.080695,10592.282500,20629.315770,6273.835989,14850.435780,10534.010280,6146.151447,8213.624138,8451.077238,764002.954700,9930.422420,5195.981524,11780.599240,6236.029723,1764.629026,9687.629544,18163.567990,29041.891820,7176.877281,10387.664020,6278.929700,7698.720900,10932.544930,12972.175220,8004.695922,26981.434210,837319.839600,8276.906381,12347.277940,7931.175634,960.144604,159383.528300,10893.527280
11.285467,39061.216100,24614.539110,80509.997650,50000.036330,60489.346570,112864.770400,33368.391580,30517.747260,51556.321030,74878.129130,54245.646010,75071.884910,50237.987560,48941.724970,39144.513620,43193.546390,37827.768330,48580.063140,28936.480830,46957.562510,28909.420240,40879.104690,840930.271500,58371.990520,25906.120610,48983.645310,35745.762200,55479.307000,50284.088780,86552.997380,90476.774500,47973.538120,48526.185410,113360.925000,55772.843330,32312.759630,49349.884850,64742.331270,120578.243600,484664.248400,32358.035400,56021.995280,54829.734190,44728.225940,262098.299000,30712.065520
11.285917,2477.769248,671.100602,19235.939380,1720.097374,8320.984662,2597.935342,1399.248253,2303.477135,6337.213910,5740.662306,3719.364128,16576.457530,2691.704589,3369.093059,1626.202651,1930.620953,3016.432736,8106.019998,1222.570137,1794.739183,2839.247906,3590.370072,472458.020300,5199.088874,133.814943,2808.421726,1003.299830,3127.916985,4518.124192,40296.285040,8184.786286,3512.453794,6288.135794,49810.622120,169.153438,2491.626803,4419.689909,61.682904,35983.287190,481539.954800,3047.278695,5614.605449,3082.961466,5540.624841,121901.018500,6298.272295
11.286017,34403.292300,27404.627960,74989.416280,29180.124890,59682.709280,102737.939000,34625.488370,31080.080750,44232.172360,29352.200060,26362.405890,60920.549910,50267.693210,42983.269630,34308.950890,61211.665250,44601.350550,38041.094810,30988.243400,34741.074990,32584.227160,16846.484430,1561059.003000,42948.190900,15204.787210,41872.562520,34568.829950,30312.906140,48207.207360,62330.946880,74450.596500,35920.753200,29757.913080,75501.570570,38077.707610,29968.644810,23392.135050,52.383521,131705.090200,445036.584400,41492.046060,33796.408500,44273.567020,17203.418410,204471.832400,39238.342590
11.286917,60235.360810,64053.397520,78652.192650,54740.095720,117574.450100,111586.279100,73933.834500,44498.576620,75981.555700,44592.236980,64553.831030,97198.441360,51859.128450,55166.913150,59324.525050,64888.657210,73928.790090,81112.415270,44090.008350,57828.833680,63871.137660,35623.471490,900185.728200,53863.037650,47803.624750,51957.697090,65871.338840,68404.185210,79527.177560,145788.707000,161632.354700,38272.896040,73542.548750,92754.622640,39225.794900,44900.874160,40162.999250,59011.748990,184838.317400,742236.100800,51819.438070,32978.064800,55951.982910,99922.302240,369534.325300,108133.369100
11.291242,18695.916730,5318.927897,41497.623810,7674.682873,34426.965350,69942.079280,13892.371950,15873.445040,25188.536320,13157.651960,21037.083640,36102.016290,26437.475130,17919.073710,9495.162111,27978.322960,16833.173640,26630.248490,7448.042036,10718.384100,15485.314900,15152.480000,1295123.986000,24982.913590,12348.398260,27610.872520,13548.728430,24533.444770,23916.379870,37051.076810,32295.669420,15582.249380,18843.510910,75906.058080,10744.175820,10288.199130,24199.939670,33144.765410,51100.308210,744657.307600,13505.205640,19423.791090,15213.338640,18522.297520,205717.045600,16834.787120
11.291367,904.536774,946.875106,20115.896720,4349.613476,1107.853415,2227.924222,2918.486940,4287.697912,10891.697820,6840.004602,4460.515099,13803.793940,4217.352380,2826.068500,1465.716611,6444.734623,4238.250087,8120.621252,2350.428530,2857.238251,2864.340764,3418.527766,429358.313500,4975.477047,1021.272810,6520.615538,903.790017,3016.964678,9080.912577,31475.660280,8769.640870,4987.314521,9484.230661,26568.119790,3080.341996,2286.931506,4221.356550,8004.225021,44586.733700,614549.984700,2256.766366,2161.672388,4139.728109,5284.774351,126105.635600,6080.579037
11.291367,54609.572510,34094.640300,158899.946600,36451.169930,99775.724050,108555.275500,63029.835970,55625.642970,112394.031600,83786.747520,70936.970760,80849.775810,81578.975990,68647.975570,75299.475020,68993.710630,73269.288740,87175.090030,35401.631600,60107.799920,78470.366200,53995.747570,879117.016700,71895.389320,42225.030310,72264.072390,62089.226400,80776.835470,48992.612950,118944.724900,119119.663000,62044.945800,75867.042780,119447.567200,48141.521580,59632.948690,73560.530730,93198.260510,175549.640300,796076.789900,70091.485930,69468.499070,59868.312490,85901.102020,348204.445300,79393.520280
11.291642,5241.104465,13578.174270,27321.773080,4390.792571,15303.584160,27868.329400,8356.313224,7675.616157,9389.648618,27381.980700,5865.840090,6938.434464,24918.133830,1652.272477,6269.819343,3062.644473,2804.834131,7160.385406,9234.006997,7260.651200,6357.781180,5779.048450,314444.423700,22340.222090,9527.068908,8278.444070,5780.222581,20330.194720,22383.979660,16448.058440,9380.000753,8191.854466,24579.620660,34301.732440,7600.440947,6686.427351,14682.922900,10362.929280,44489.599710,239356.605200,4762.613567,3724.814657,21790.821520,19269.515350,43359.455720,18448.781520
11.293058,5432.642190,3249.877664,18190.888580,5526.240214,11222.901840,18890.014280,2766.871198,7621.105016,19942.508920,11298.921950,12322.146760,14365.762920,9148.088093,5364.050176,4348.390724,6682.599411,6258.355544,8108.436642,4533.569708,6513.117689,5091.446087,8483.767626,693371.195100,1014.845347,4645.086426,8771.940733,3718.231782,12056.305070,9015.059880,35143.703470,8700.420751,9398.258507,13096.036570,18509.058100,4834.545834,5527.519667,9513.928746,55.947412,19571.551920,796549.548000,6263.936329,9164.419415,4453.016491,10113.918830,96589.813190,19399.267030
11.293433,15855.512760,18498.990120,42696.397730,16614.055360,26608.398790,41438.231900,2098.454978,19201.840000,18103.308210,43269.018820,23179.489640,17050.092190,46788.527240,17919.665770,25388.952980,14116.240260,20355.911780,19053.597730,51519.653320,18820.867050,31827.296760,14359.586610,449506.906300,34402.696520,22875.523730,23625.466290,13395.005440,28044.790850,23663.021900,25023.075890,32085.071070,17207.507470,36883.339320,26519.314710,34943.267070,17517.565120,31012.485200,1179.547591,63764.757670,353485.526300,16880.650290,16222.327500,30884.650910,31671.462200,13311.133800,31801.831000
11.293700,2610.946381,213.559853,12106.213910,2023.815639,2188.707083,6621.372194,1032.755564,1470.937112,3626.932316,2425.069613,1711.413765,6023.053014,2313.432908,954.883432,692.872460,3250.503697,1859.941513,4615.998387,963.471975,1122.901733,669.110866,2411.896872,147217.404000,3015.346493,655.639869,3371.757556,563.535568,3512.532110,2026.543605,12953.197370,5840.715564,2766.160416,3418.049994,21510.247660,850.401129,1171.200858,3670.386783,6409.382302,27616.764770,207617.859400,1303.892947,1652.987767,1479.289863,2696.151634,47799.813170,3409.410504
11.294992,1953.553028,513.179535,6023.296742,1718.637873,16521.014000,1162.616329,875.648853,1696.369899,3895.008028,4160.605971,2610.283831,6618.727671,2767.859966,1197.124916,833.042516,4831.246342,1240.836698,4409.147562,1195.890704,627.471872,1068.577328,1433.304026,337240.195500,3757.846059,530.544867,4124.640181,1936.536709,4518.824672,2462.423301,19937.975150,2553.230366,2053.089015,3986.104576,24324.564670,753.984754,2503.575041,3479.047093,66.793347,28267.133310,212759.632200,1235.413550,2263.027019,1735.138220,2856.259384,70062.770980,2346.980828
11.295283,5409.693661,6701.680242,23654.668220,11843.410650,11065.411720,21469.942220,6816.025120,5404.708421,17443.557190,16252.971730,16983.347380,10860.334080,5059.675221,9385.372651,7545.903384,7371.029935,12855.846030,15454.749830,3061.888765,5547.989535,8493.499277,6547.566944,1063116.261000,14077.328770,3718.259907,9618.161958,6941.048568,11600.262220,15520.795550,31969.819480,18273.316790,8749.756417,18036.778250,39120.529990,9532.988348,5194.583855,15281.570540,14362.861600,36592.059880,438592.358500,6996.472149,9148.606266,9902.439872,9068.819684,126103.817900,13733.009200
11.295417,11812.904150,4941.418925,45465.935290,11813.559040,31421.763350,34023.164970,7895.949392,7736.245231,13018.123790,13149.346040,11597.390790,20688.792220,15410.774700,17407.402350,6753.988214,14990.837560,8920.872769,14459.611600,7623.484465,9576.074295,7348.943048,10222.682080,1026725.981000,6638.207306,5378.028045,10743.865800,2985.669256,15554.062260,14441.438330,56385.088870,18993.042700,9455.171739,13370.678480,55782.297020,7413.396762,7447.158051,19178.937470,23330.500420,55567.550780,318298.443500,9263.067849,7776.701628,5558.093010,10332.224510,145793.728600,23784.069190
11.295417,4217.992405,1774.622725,19546.724890,2962.692901,9084.205897,15780.675730,3206.678291,2635.832118,6185.174269,7431.252402,3738.068111,4649.719635,5511.329677,4349.836519,4153.016402,6624.424779,3945.962311,5764.286417,4228.268798,3036.637261,3580.214911,5312.329630,369528.429000,6405.667756,2836.396104,5213.159543,3330.156467,6431.294331,3922.435197,7701.934354,10202.072000,3420.699575,4429.447654,22372.298890,3245.545451,3309.474082,5329.552228,8997.933259,27301.886060,280723.284200,3812.735034,3820.954639,4637.943772,4695.291675,89910.099180,5181.824107
11.296008,394747.318800,364053.050200,482271.603000,430446.983700,413965.909200,739009.730500,250839.075300,496464.021900,556545.397800,569602.401400,502656.253800,507118.446000,387500.352800,391729.143000,459391.872900,563125.108000,204159.996900,584056.318900,387270.171600,331980.396600,506987.918400,362090.540700,1540349.115000,514005.155100,350143.285900,325995.626500,511130.247000,494067.333000,500944.598000,471852.592100,527321.056000,239798.960900,366170.335300,612878.038800,589518.949300,366132.142200,383605.639600,670283.508200,829668.160100,1081808.401000,322149.668700,378261.401100,516112.134400,426225.336000,838884.894900,522567.245500
11.297767,165612.377100,70753.446760,178396.620800,56063.005570,130537.877000,178647.051300,85751.986730,74508.213620,174403.014000,110394.464800,89968.458030,135467.088100,112478.158000,142641.795500,79119.270560,110367.427500,55344.915570,119395.840700,91258.906750,84067.172510,83569.806620,93763.984620,1115483.709000,99738.269070,79922.540720,91726.378390,83150.380250,95323.168290,134455.980100,176619.131500,156281.098200,63657.675280,96736.123810,163007.934600,130683.516900,93184.821170,91082.389570,129235.308000,201687.132600,602677.087400,77168.180320,65776.590130,87175.362690,162127.356400,446717.698600,101333.364200
