bin,retention_time,vlookup,significant05?,main_significant05?,Peak ID,Peak ID second,,COUNT,z_fvalue,l_fvalue,n_fvalue,zl_fvalue,zn_fvalue,ln_fvalue,zln_fvalue,,c_mean,n_mean,l_mean,ln_mean,z_mean,zn_mean,zl_mean,zln_mean,z_fvalue,l_fvalue,n_fvalue,zl_fvalue,zn_fvalue,ln_fvalue,zln_fvalue,significant05?,significant01?,main_significant05?,main_significant01?
1143,19.1,19.06212,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.006375761,,,,,,5.622,6.39,6.443,6.951,5.635,7.341,5.868,6.28,0.910442391,0.531181926,0.006375761,0.056269832,0.405891651,0.210724232,0.384594934,TRUE,TRUE,TRUE,TRUE
1144,19.1,19.06333,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.025214484,,,,,,6.455,7.165,6.825,7.53,6.538,7.403,7.241,6.922,0.954445785,0.312070269,0.025214484,0.452885811,0.4191228,0.222544429,0.200941977,TRUE,FALSE,TRUE,FALSE
1145,19.1,19.06333,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.022954277,,,,,,7.506,8.518,8.227,8.846,7.566,9.046,7.752,8.294,0.851900707,0.668849131,0.022954277,0.278884217,0.749428344,0.405589697,0.726699739,TRUE,FALSE,TRUE,FALSE
1146,19.1,19.06334,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.017853583,,,,,,7.355,8.06,7.823,8.44,7.46,8.474,7.433,7.813,0.737478266,0.780285198,0.017853583,0.151354781,0.896997382,0.532526378,0.621669522,TRUE,FALSE,TRUE,FALSE
1149,19.1,19.06395,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.031410845,,,,,,5.974,6.637,7.088,7.255,5.691,7.349,6.279,6.512,0.388027465,0.189081685,0.031410845,0.095744261,0.322571791,0.133649168,0.451647942,TRUE,FALSE,TRUE,FALSE
1150,19.1,19.06425,TRUE,,Glycerophosphoric acid,,,1,,,,,,,0.033943887,,4.937,4.726,5.478,5.823,4.593,5.973,5.796,5.343,0.576989037,0.050871729,0.292783854,0.26756352,0.363198883,0.301354651,0.033943887,TRUE,FALSE,FALSE,FALSE
1152,19.1,19.06447,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.04678764,,,,,,6.251,7.006,6.626,7.232,6.393,7.471,6.556,6.455,0.879000864,0.863902032,0.04678764,0.17999675,0.829729175,0.287100005,0.386261036,TRUE,FALSE,TRUE,FALSE
1154,19.1,19.06637,TRUE,TRUE,Glycerophosphoric acid,,,2,,,0.007994859,,,,0.026353353,,5.754,6.176,5.88,6.926,5.51,6.977,6.24,5.994,0.97085104,0.535156814,0.007994859,0.19719546,0.955181407,0.352467605,0.026353353,TRUE,TRUE,TRUE,TRUE
1157,19.1,19.06834,TRUE,TRUE,Glycerophosphoric acid,,,2,,,0.019825164,0.038744423,,,,,6.726,8.283,8.203,8.846,7.344,9.061,7.623,7.583,0.831989257,0.542716025,0.019825164,0.038744423,0.840608521,0.113179134,0.605858648,TRUE,FALSE,TRUE,FALSE
1158,19.1,19.06838,TRUE,,Glycerophosphoric acid,,,2,,,,,0.007252916,,0.025353133,,5.077,4.53,5.861,5.776,4.39,6.579,5.402,5.477,0.571703817,0.06909759,0.15598352,0.053985396,0.007252916,0.182395227,0.025353133,TRUE,TRUE,FALSE,FALSE
1161,19.1,19.07214,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.03245621,,,,,,7.391,8.011,7.972,8.377,7.344,8.661,7.363,8.087,0.93307645,0.658911614,0.03245621,0.271654624,0.429500692,0.565966041,0.782837295,TRUE,FALSE,TRUE,FALSE
1163,19.1,19.07847,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.003738728,,,,,,5.724,6.387,6.547,6.979,5.548,7.382,5.857,6.5,0.875354366,0.358326179,0.003738728,0.081839765,0.193016053,0.240160952,0.40812289,TRUE,TRUE,TRUE,TRUE
1165,19.1,19.07848,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.0008909,,,,,,6.24,6.628,6.676,7.553,5.734,7.534,6.061,7.034,0.624952192,0.196568216,0.0008909,0.170149836,0.155117355,0.81444966,0.241829231,TRUE,TRUE,TRUE,TRUE
1167,19.1,19.0785,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.006755999,,,,,,6.907,8.116,8.328,8.494,6.456,8.938,7.048,7.96,0.454553845,0.310401825,0.006755999,0.181529525,0.191571836,0.126651476,0.752093177,TRUE,TRUE,TRUE,TRUE
1168,19.1,19.07852,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.035715312,,,,,,8.086,9.365,9.421,9.956,8.298,10.128,8.451,9.228,0.798586289,0.471026629,0.035715312,0.178777822,0.652175593,0.381062953,0.879170243,TRUE,FALSE,TRUE,FALSE
1169,19.1,19.07857,TRUE,TRUE,Glycerophosphoric acid,,,2,,,0.031208409,0.047705827,,,,,5.532,5.877,6.149,6.793,5.7,7.288,5.925,6.152,0.502169532,0.532204075,0.031208409,0.047705827,0.437530933,0.443722079,0.191923387,TRUE,FALSE,TRUE,FALSE
1171,19.1,19.07861,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.007660055,,,,,,6.38,6.69,7.11,8.05,6.199,8.186,6.417,7.263,0.969940614,0.241111391,0.007660055,0.052373287,0.234674095,0.774989207,0.22032597,TRUE,TRUE,TRUE,TRUE
1172,19.1,19.07896,TRUE,TRUE,Glycerophosphoric acid,,,3,,,0.000603959,0.006287712,0.003193347,,,,6.088,6.706,7.715,7.606,5.553,8.122,5.732,7.124,0.273924422,0.067508978,0.000603959,0.006287712,0.003193347,0.108036811,0.695550585,TRUE,TRUE,TRUE,TRUE
1173,19.1,19.08172,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.00093198,,,,,,6.53,7.369,7.097,7.977,6.253,8.125,6.691,7.34,0.726928482,0.391516131,0.00093198,0.182008748,0.433732469,0.357454702,0.294496729,TRUE,TRUE,TRUE,TRUE
1174,19.1,19.08232,TRUE,,Glycerophosphoric acid,,,1,,,,,,,0.048362719,,5.064,5.001,5.761,6.013,4.71,6.321,5.689,5.468,0.777552558,0.081715318,0.129357823,0.110211483,0.188307348,0.193254299,0.048362719,TRUE,FALSE,FALSE,FALSE
1175,19.1,19.08263,TRUE,TRUE,Glycerophosphoric acid,,,3,,,0.012637183,0.019431337,,,0.008245982,,5.051,5.009,5.658,6.38,4.892,6.723,5.739,5.681,0.323674542,0.054638016,0.012637183,0.019431337,0.177870239,0.314199381,0.008245982,TRUE,TRUE,TRUE,FALSE
1176,19.1,19.08278,TRUE,TRUE,Glycerophosphoric acid,,,3,,,0.006264281,0.027947953,0.033732138,,,,6.192,6.34,7.099,7.51,5.654,7.795,5.865,6.853,0.553718703,0.17979519,0.006264281,0.027947953,0.033732138,0.514854243,0.255576548,TRUE,TRUE,TRUE,TRUE
1177,19.1,19.08361,TRUE,TRUE,Glycerophosphoric acid,,,2,,,0.000998253,0.033905415,,,,,5.253,5.734,5.887,6.684,5.045,6.693,5.56,5.868,0.736649715,0.124847179,0.000998253,0.033905415,0.369772442,0.315881152,0.077888461,TRUE,TRUE,TRUE,TRUE
1178,19.1,19.08494,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.009231586,,,,,,6.262,6.401,6.67,7.124,5.695,7.573,5.78,6.66,0.665058778,0.636879011,0.009231586,0.108047903,0.062602129,0.613559257,0.276536909,TRUE,TRUE,TRUE,TRUE
1179,19.1,19.08499,TRUE,TRUE,Glycerophosphoric acid,,,3,,,0.007528838,0.012031356,,,0.007354431,,5.052,5.036,5.641,6.441,4.91,6.727,5.664,5.661,0.380288312,0.060112728,0.007528838,0.012031356,0.192458484,0.367245641,0.007354431,TRUE,TRUE,TRUE,TRUE
1180,19.1,19.08605,TRUE,TRUE,Glycerophosphoric acid,,,3,,,0.011813446,0.042715719,,,0.007560077,,5.704,5.457,6.049,6.952,5.061,7.019,5.85,5.993,0.854405637,0.105537585,0.011813446,0.042715719,0.124301242,0.64150761,0.007560077,TRUE,TRUE,TRUE,FALSE
1181,19.1,19.08605,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.003418479,,,,,,6.399,7.418,7.622,8.212,6.081,8.561,6.315,7.303,0.485760853,0.410270239,0.003418479,0.059690869,0.213185312,0.252730584,0.511340387,TRUE,TRUE,TRUE,TRUE
1182,19.1,19.08608,TRUE,TRUE,Glycerophosphoric acid,,,3,,0.037975167,0.018926177,0.00633641,,,,,5.274,5.308,6.242,6.649,5.162,6.844,5.629,5.952,0.828234154,0.037975167,0.018926177,0.00633641,0.084601438,0.368018037,0.082501989,TRUE,TRUE,TRUE,FALSE
1183,19.1,19.08615,TRUE,,Glycerophosphoric acid,,,2,,,,,0.008065294,,0.017172186,,4.985,4.484,5.619,5.618,4.604,6.492,5.545,5.58,0.113166162,0.051193809,0.144360536,0.062058392,0.008065294,0.205711979,0.017172186,TRUE,TRUE,FALSE,FALSE
1184,19.1,19.08831,TRUE,TRUE,Glycerophosphoric acid,,,2,,,0.007488377,0.039869098,,,,,7.358,8.448,8.334,9,7.493,9.16,7.733,7.888,0.561480201,0.614154845,0.007488377,0.039869098,0.855650565,0.151710274,0.400894341,TRUE,TRUE,TRUE,TRUE
1185,19.1,19.08863,TRUE,TRUE,Glycerophosphoric acid,,,2,,,0.011507112,0.018093111,,,,,7.222,8.205,9.079,9.008,6.783,9.313,6.618,7.916,0.147193593,0.367378274,0.011507112,0.018093111,0.080814062,0.189968314,0.917873641,TRUE,FALSE,TRUE,FALSE
1186,19.1,19.08987,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.015623381,,,,,,6.021,6.334,6.663,6.917,5.496,7.344,5.792,6.503,0.608203063,0.459534845,0.015623381,0.147261376,0.087718854,0.35605134,0.379128921,TRUE,FALSE,TRUE,FALSE
1188,19.1,19.09217,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.029390371,,,,,,9.753,10.812,10.736,11.214,9.51,11.3,9.516,10.17,0.304946299,0.771894026,0.029390371,0.145286176,0.555847525,0.339357024,0.75163257,TRUE,FALSE,TRUE,FALSE
1189,19.1,19.09338,TRUE,TRUE,Glycerophosphoric acid,,,2,,,0.02718864,0.023844751,,,,,6.063,6.516,7.31,7.428,6.12,7.461,5.835,6.95,0.582755161,0.167965626,0.02718864,0.023844751,0.127336211,0.645656287,0.930180352,TRUE,FALSE,TRUE,FALSE
1190,19.1,19.09414,TRUE,,Glycerophosphoric acid,,,1,,,,,,,0.016028165,,5.63,5.102,5.863,6.72,5.131,6.675,5.796,6.021,0.745116826,0.069143741,0.060251482,0.082817995,0.146077664,0.833707037,0.016028165,TRUE,FALSE,FALSE,FALSE
1192,19.1,19.09595,TRUE,TRUE,Glycerophosphoric acid,,,5,,0.012623187,0.005786896,0.034155209,0.014420216,,0.010203038,,5.04,4.79,5.704,6.231,4.388,6.48,5.325,5.687,0.85665424,0.012623187,0.005786896,0.034155209,0.014420216,0.389207645,0.010203038,TRUE,TRUE,TRUE,TRUE
1193,19.1,19.09607,TRUE,TRUE,Glycerophosphoric acid,,,4,,,0.001595709,0.017939909,0.015443449,0.032832662,,,6.044,7.238,7.934,7.59,5.554,8.751,5.726,7.049,0.381702288,0.457636859,0.001595709,0.017939909,0.015443449,0.032832662,0.828045216,TRUE,TRUE,TRUE,TRUE
1194,19.1,19.09667,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.000357482,,,,,,6.017,6.518,6.711,7.459,5.561,7.506,5.797,6.909,0.51856891,0.147879857,0.000357482,0.071531603,0.08484902,0.629374906,0.323048763,TRUE,TRUE,TRUE,TRUE
1195,19.1,19.09748,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.029317741,,,,,,6.092,6.348,6.833,6.992,5.319,7.156,5.738,6.252,0.171521735,0.36837202,0.029317741,0.119477924,0.090433168,0.268893547,0.314932665,TRUE,FALSE,TRUE,FALSE
1197,19.1,19.09813,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.017797506,,,,,,5.545,5.955,6.652,6.718,5.313,7.244,5.817,6.328,0.973789196,0.155297388,0.017797506,0.050378791,0.073252195,0.149069002,0.35828324,TRUE,FALSE,TRUE,FALSE
1198,19.1,19.09828,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.003645098,,,,,,9.227,10.808,10.862,11.189,8.686,11.562,8.473,10.238,0.199892147,0.632963264,0.003645098,0.09356521,0.172111267,0.255270703,0.945389928,TRUE,TRUE,TRUE,TRUE
1199,19.1,19.09843,TRUE,TRUE,Glycerophosphoric acid,,,4,,0.014503791,0.006928244,0.039264001,0.010807523,,,,5.083,5.168,6.299,6.447,4.39,6.906,5.477,5.983,0.884210558,0.014503791,0.006928244,0.039264001,0.010807523,0.11329653,0.07372122,TRUE,TRUE,TRUE,TRUE
1200,19.1,19.09843,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.003190658,,,,,,6.081,6.701,6.648,7.166,5.456,7.606,6.231,6.686,0.665521939,0.396390737,0.003190658,0.294107941,0.177010829,0.165609659,0.195316682,TRUE,TRUE,TRUE,TRUE
1201,19.1,19.09983,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.018521495,,,,,,6.142,6.81,7.467,7.538,5.623,8.043,5.929,6.934,0.476929767,0.340733219,0.018521495,0.088520466,0.091165417,0.239591734,0.622024349,TRUE,FALSE,TRUE,FALSE
1202,19.1,19.10123,TRUE,TRUE,Glycerophosphoric acid,,,2,,,0.000979954,,0.028930217,,,,7.346,8.472,8.931,9.177,6.067,9.83,6.648,8.141,0.121970438,0.37522878,0.000979954,0.066681109,0.028930217,0.10067352,0.45168908,TRUE,TRUE,TRUE,TRUE
1203,19.1,19.10128,TRUE,TRUE,Glycerophosphoric acid,,,2,,,0.008073062,0.02116132,,,,,6.252,6.672,7.269,7.679,5.758,8.111,5.88,6.708,0.412236915,0.450524042,0.008073062,0.02116132,0.077991818,0.306469651,0.284396835,TRUE,TRUE,TRUE,TRUE
1204,19.1,19.10129,TRUE,TRUE,Glycerophosphoric acid,,,2,,,0.00085518,,0.017810517,,,,7.673,9.412,9.378,9.06,6.537,10.401,6.676,9.494,0.401740705,0.575046379,0.00085518,0.373056835,0.017810517,0.154200943,0.645469634,TRUE,TRUE,TRUE,TRUE
1205,19.1,19.1014,TRUE,TRUE,Glycerophosphoric acid,,,2,,,0.004976834,,0.047185579,,,,6.374,6.918,7.439,7.732,5.683,8.292,5.899,6.997,0.385203362,0.44007195,0.004976834,0.052083041,0.047185579,0.262179965,0.401915344,TRUE,TRUE,TRUE,TRUE
1206,19.1,19.10214,TRUE,TRUE,Glycerophosphoric acid,,,4,,,0.000242483,0.044458636,0.015753902,0.043883196,,,6.487,7.987,8.674,8.566,5.824,9.295,6.406,8.157,0.300117345,0.096324091,0.000242483,0.044458636,0.015753902,0.043883196,0.943865865,TRUE,TRUE,TRUE,TRUE
1207,19.1,19.1023,TRUE,TRUE,Glycerophosphoric acid,,,3,,,0.000769468,0.017773547,0.012809738,,,,6.556,7.363,8.151,8.278,5.826,8.739,5.903,7.548,0.186133238,0.197654274,0.000769468,0.017773547,0.012809738,0.192881367,0.685522401,TRUE,TRUE,TRUE,TRUE
1208,19.1,19.10233,TRUE,TRUE,Glycerophosphoric acid,,,2,,,0.021821769,0.02166272,,,,,8.084,9.243,9.19,9.389,8.34,9.725,7.904,8.361,0.313332831,0.810479695,0.021821769,0.02166272,0.65614342,0.156772404,0.98024495,TRUE,FALSE,TRUE,FALSE
1209,19.1,19.10233,TRUE,TRUE,Glycerophosphoric acid,,,2,,,0.00847475,0.0378669,,,,,8.018,9.524,9.739,10.201,7.88,10.641,7.849,8.829,0.340622711,0.641081595,0.00847475,0.0378669,0.33469437,0.176655389,0.717275348,TRUE,TRUE,TRUE,TRUE
1211,19.1,19.10482,TRUE,TRUE,Glycerophosphoric acid,,,3,,,0.00024109,0.007087619,0.044562158,,,,6.545,7.755,8.331,8.611,6.401,8.977,6.279,7.879,0.335358159,0.161910108,0.00024109,0.007087619,0.044562158,0.165977372,0.972937985,TRUE,TRUE,TRUE,TRUE
1212,19.1,19.10599,TRUE,TRUE,Glycerophosphoric acid,,,2,,,0.003780495,0.027739127,,,,,6.947,8.546,9.097,9.047,6.785,9.833,6.867,8.179,0.39590578,0.414531425,0.003780495,0.027739127,0.115065395,0.078001936,0.962830729,TRUE,TRUE,TRUE,TRUE
1215,19.1,19.11033,TRUE,TRUE,Glycerophosphoric acid,,,2,,,0.044514108,0.002949857,,,,,5.466,5.642,6.439,7.078,6.046,6.841,5.655,6.36,0.637832244,0.081716186,0.044514108,0.002949857,0.502171807,0.694686891,0.59427209,TRUE,TRUE,TRUE,FALSE
1222,20.3,20.30788,TRUE,,Lysine,,,1,,,,0.014353526,,,,,7.597,6.804,5.695,5.936,6.603,6.614,6.822,7.62,0.309225192,0.332275851,0.849276922,0.014353526,0.436350369,0.264831423,0.880660568,TRUE,FALSE,FALSE,FALSE
1225,20.6,20.59648,TRUE,TRUE,Glucose,,,1,,,0.043526838,,,,,,9.044,8.468,9.375,8.088,9.217,8.732,8.223,8.651,0.98121459,0.340397626,0.043526838,0.423783484,0.107599966,0.918629429,0.126043571,TRUE,FALSE,TRUE,FALSE
1227,20.6,20.6191,TRUE,,Glucose,,,3,,,,,0.018086761,0.005255669,0.016720528,,9.88,8.96,9.513,8.962,9.726,8.973,6.66,9.35,0.132728344,0.053479174,0.892716999,0.153107555,0.018086761,0.005255669,0.016720528,TRUE,TRUE,FALSE,FALSE
1230,20.6,20.62658,TRUE,,Glucose,,,1,,,,0.048946544,,,,,13.399,12.997,13.747,13.854,13.579,13.632,13.203,13.168,0.731317448,0.651643601,0.70131788,0.048946544,0.751150296,0.652270092,0.556077362,TRUE,FALSE,FALSE,FALSE
1236,20.7,20.663,TRUE,,Glucose,,,1,,,,0.020646165,,,,,11.289,11.033,11.643,11.092,11.685,11.261,10.81,10.332,0.338060505,0.14293274,0.056752559,0.020646165,0.922392211,0.696612244,0.795521419,TRUE,FALSE,FALSE,FALSE
1237,20.7,20.66425,TRUE,,Glucose,,,1,,,,0.045451263,,,,,11.821,11.228,12.028,12.093,11.829,12.025,11.482,11.472,0.767205128,0.781740998,0.631415848,0.045451263,0.44104065,0.59939999,0.36843068,TRUE,FALSE,FALSE,FALSE
1239,20.7,20.66463,TRUE,,Glucose,,,1,,,,0.020202719,,,,,10.749,10.694,11.066,10.632,11.055,10.696,10.143,9.669,0.112472545,0.076208033,0.134277375,0.020202719,0.721280559,0.583092654,0.776108404,TRUE,FALSE,FALSE,FALSE
1241,20.7,20.67214,TRUE,,Glucose,,,1,,,,0.007034711,,,,,10.093,9.814,10.463,10.071,10.332,10.037,9.435,9.189,0.114451193,0.211124101,0.113432009,0.007034711,0.882072074,0.930838128,0.84554166,TRUE,TRUE,FALSE,FALSE
1242,20.7,20.67223,TRUE,TRUE,Glucose,,,2,,,0.023510005,0.049643833,,,,,10.057,9.655,10.432,9.882,10.314,10.087,9.969,9.687,0.941794423,0.839685135,0.023510005,0.049643833,0.498864358,0.752404192,0.888270648,TRUE,FALSE,TRUE,FALSE
1246,20.7,20.67998,TRUE,,Glucose,,,1,,,,0.033625903,,,,,11.156,10.961,11.46,10.935,11.333,11.169,10.735,10.572,0.349035975,0.189060195,0.091179471,0.033625903,0.554290223,0.60200448,0.619524094,TRUE,FALSE,FALSE,FALSE
1252,20.7,20.6873,TRUE,,Glucose,,,1,,,,0.041657731,,,,,9.879,9.714,10.221,9.875,10.284,10.045,9.946,9.145,0.72846813,0.357778968,0.080416102,0.041657731,0.594526424,0.412821496,0.66453475,TRUE,FALSE,FALSE,FALSE
1253,20.7,20.68749,TRUE,,Glucose,,,1,,,,0.029166101,,,,,9.828,9.638,10.069,9.717,10.129,9.624,9.274,8.691,0.125497453,0.125417466,0.079933473,0.029166101,0.573150547,0.796234523,0.93009166,TRUE,FALSE,FALSE,FALSE
1255,20.7,20.6876,TRUE,TRUE,Glucose,,,2,,0.047392734,0.03349387,,,,,,9.571,9.291,9.669,8.796,10.005,9.466,9.114,8.825,0.858952265,0.047392734,0.03349387,0.254463275,0.755205831,0.679615214,0.379758924,TRUE,FALSE,TRUE,FALSE
1264,20.7,20.69503,TRUE,,Glucose,,,1,,,,0.017420122,,,,,8.706,8.832,9.116,9,9.323,9.15,8.582,8.577,0.898809032,0.398665738,0.723802865,0.017420122,0.7856764,0.898240071,0.592823363,TRUE,FALSE,FALSE,FALSE
1270,20.7,20.71022,TRUE,,Glucose,,,1,,,,0.032338772,,,,,14.175,14.076,14.89,14.9,14.644,14.881,14.092,13.935,0.783204735,0.91166619,0.925348933,0.032338772,0.878365174,0.854284034,0.719524751,TRUE,FALSE,FALSE,FALSE
1272,20.7,20.71761,TRUE,,Glucose,,,1,,,,0.039004134,,,,,9.094,8.807,9.35,9.111,9.211,9.509,9.049,8.607,0.970698803,0.518443206,0.380983378,0.039004134,0.558176819,0.418178668,0.324977835,TRUE,FALSE,FALSE,FALSE
1277,20.7,20.74406,TRUE,,Glucose,,,1,,,,0.007412305,,,,,10.73,10.561,11.326,11.137,11.06,10.997,9.75,9.96,0.163405582,0.433458116,0.720999949,0.007412305,0.700289022,0.849856508,0.812960265,TRUE,TRUE,FALSE,FALSE
1281,20.8,20.75658,TRUE,,Glucose,,,1,,,,0.010973227,,,,,11.633,11.638,12.431,12.067,11.912,12.005,11.476,11.382,0.289165284,0.763836027,0.581845951,0.010973227,0.660808741,0.512077783,0.832191572,TRUE,FALSE,FALSE,FALSE
1284,20.8,20.77863,TRUE,,Glucose,,,1,,,,0.030819554,,,,,9.691,9.63,10.321,10.081,9.898,10.235,9.758,9.843,0.916077169,0.374230426,0.967698139,0.030819554,0.300091106,0.55465984,0.917751758,TRUE,FALSE,FALSE,FALSE
1285,20.8,20.77958,TRUE,,Glucose,,,1,,,,,,,0.016036299,,8.258,7.134,7.583,7.775,7.642,8.137,8.543,7.573,0.396166944,0.927511785,0.256380585,0.827769016,0.57653159,0.989277133,0.016036299,TRUE,FALSE,FALSE,FALSE
1288,20.8,20.78675,TRUE,TRUE,Glucose,,,1,0.031445523,,,,,,,,9.483,8.845,9.433,9.052,9.684,9.559,10.002,9.529,0.031445523,0.676438586,0.061751855,0.888005418,0.584285922,0.946170481,0.472983264,TRUE,FALSE,TRUE,FALSE
1290,20.8,20.79038,TRUE,,Glucose,,,1,,,,0.031834248,,,,,10.315,9.931,10.612,10.654,10.562,10.708,10.137,10.169,0.8587168,0.859526878,0.754756197,0.031834248,0.549793802,0.701630157,0.546308193,TRUE,FALSE,FALSE,FALSE
1294,20.8,20.80905,TRUE,TRUE,Glucose,,,2,,,0.020727583,0.020495718,,,,,9.782,9.491,10.074,9.716,10.229,9.852,9.738,9.465,0.660752481,0.544689554,0.020727583,0.020495718,0.982291467,0.963651571,0.767735542,TRUE,FALSE,TRUE,FALSE
1295,20.8,20.81025,TRUE,,Glucose,,,1,,,,,,,0.008806514,,8.547,10.841,10.744,9.43,10.459,10.232,7.718,10.074,0.862914094,0.507763626,0.248948087,0.141253907,0.70152517,0.53864566,0.008806514,TRUE,TRUE,FALSE,FALSE
1296,20.8,20.8113,TRUE,TRUE,Glucose,,,1,,,0.009671524,,,,,,10.736,10.365,10.959,10.369,10.83,10.746,10.735,10.218,0.914024909,0.437258249,0.009671524,0.139039802,0.486027639,0.27919637,0.71575343,TRUE,TRUE,TRUE,TRUE
1298,20.8,20.82368,TRUE,,Glucose,,,1,,,,0.047092317,,,,,9.006,7.671,6.521,8.373,7.186,8.591,9.583,9.66,0.216658934,0.56759266,0.35622575,0.047092317,0.66089191,0.404998409,0.08184039,TRUE,FALSE,FALSE,FALSE
1300,20.8,20.82563,TRUE,TRUE,Glucose,,,1,,,0.009412165,,,,,,11.211,10.489,11.462,10.693,11.089,10.973,10.687,10.572,0.480454201,0.648951602,0.009412165,0.086105928,0.070552759,0.94358629,0.943232794,TRUE,TRUE,TRUE,TRUE
1305,20.8,20.82958,TRUE,TRUE,Glucose,,,1,0.031547861,,,,,,,,6.64,8.162,6.855,6.143,8.133,7.784,8.406,7.872,0.031547861,0.394183563,0.942725686,0.290291897,0.388808034,0.194282298,0.294197578,TRUE,FALSE,TRUE,FALSE
1331,20.9,20.86843,TRUE,TRUE,Glucose,,,1,0.029581888,,,,,,,,11.355,11.528,11.612,11.635,11.694,11.653,11.997,11.928,0.029581888,0.061836477,0.810370954,0.685396022,0.531197836,0.700908661,0.799390708,TRUE,FALSE,TRUE,FALSE
1350,20.9,20.8799,TRUE,,Glucose,,,1,,,,0.023337758,,,,,9.246,11.586,12.364,10.817,12.284,10.949,9.045,8.693,0.437087943,0.3979895,0.7067047,0.023337758,0.442326683,0.345715565,0.153633774,TRUE,FALSE,FALSE,FALSE
1356,20.9,20.88183,TRUE,,Glucose,,,1,,,,0.036997699,,,,,9.217,8.655,8.266,7.643,8.587,8.892,9.56,9.597,0.11994696,0.793197199,0.679566523,0.036997699,0.368585426,0.854157528,0.904632678,TRUE,FALSE,FALSE,FALSE
1358,20.9,20.8827,TRUE,,Glucose,,,1,,,,0.034506941,,,,,11.399,11.435,10.714,11.138,11.007,11.578,12.046,11.686,0.119652904,0.995447384,0.343117663,0.034506941,0.874548515,0.617716552,0.161967838,TRUE,FALSE,FALSE,FALSE
1368,20.9,20.88708,TRUE,,Glucose,,,1,,,,0.040430656,,,,,10.424,9.878,9.862,9.766,9.811,10.231,10.757,10.665,0.156787468,0.543561258,0.8305954,0.040430656,0.296008035,0.99671281,0.328620552,TRUE,FALSE,FALSE,FALSE
1369,20.9,20.88737,TRUE,,Glucose,,,1,,,,,,,0.042276565,,8.522,8.045,8.442,8.397,7.927,9.11,9.072,8.741,0.160639172,0.302274138,0.637666544,0.655352453,0.103017886,0.301283564,0.042276565,TRUE,FALSE,FALSE,FALSE
1379,20.9,20.89361,TRUE,TRUE,Glucose,,,1,0.022752499,,,,,,,,9.331,9.736,9.867,9.853,10.126,10.04,10.104,10.013,0.022752499,0.328716545,0.741553954,0.250103226,0.372021906,0.480548734,0.516669926,TRUE,FALSE,TRUE,FALSE
1380,20.9,20.89373,TRUE,TRUE,Glucose,,,1,,0.030117969,,,,,,,8.532,7.963,8.202,7.268,8.412,8.484,6.868,7.895,0.953900755,0.030117969,0.598743658,0.505398869,0.061890689,0.694751328,0.316815065,TRUE,FALSE,TRUE,FALSE
1383,20.9,20.89417,TRUE,TRUE,Glucose,,,1,,,0.007270472,,,,,,10.094,9.851,10.364,9.652,10.478,9.806,10.112,9.25,0.659762978,0.276140602,0.007270472,0.242967136,0.528904236,0.447933285,0.754807252,TRUE,TRUE,TRUE,TRUE
1388,20.9,20.89769,TRUE,,Glucose,,,1,,,,,,,0.033624952,,10.156,8.781,9.056,9.434,9.337,9.914,10.163,9.993,0.105349726,0.750044387,0.647902989,0.239632645,0.196151011,0.315339044,0.033624952,TRUE,FALSE,FALSE,FALSE
1389,20.9,20.89825,TRUE,TRUE,Glucose,,,1,,,0.039791982,,,,,,10.493,9.895,10.606,10.03,10.606,10.779,10.427,10.165,0.124175025,0.384517465,0.039791982,0.106784321,0.077458985,0.541265217,0.469386406,TRUE,FALSE,TRUE,FALSE
1398,20.9,20.90157,TRUE,,Glucose,,,1,,,,0.041530978,,,,,11.691,11.493,12.486,11.568,12.345,12.373,10.281,10.503,0.551373162,0.217641504,0.595505754,0.041530978,0.551479869,0.797556544,0.686361635,TRUE,FALSE,FALSE,FALSE
1401,20.9,20.90246,TRUE,,Glucose,,,1,,,,0.030860776,,,,,9.094,11.247,11.98,10.005,11.775,10.962,8.28,8.361,0.490963058,0.242003983,0.775340363,0.030860776,0.770647351,0.311503823,0.153423792,TRUE,FALSE,FALSE,FALSE
